pair,dc_period,tp_atr_mult,sl_atr_mult,adx_threshold,use_200ma,use_chop,total_trades,win_rate,profit_factor,max_drawdown_pct,avg_hold_hours
EURUSD,20,3.0,2.0,20,True,True,272,41.54,0.954,61.04,14.2
EURUSD,40,2.0,1.5,25,True,True,207,41.06,0.954,42.27,7.0
USDJPY,40,2.0,1.5,20,True,True,254,41.34,0.954,46.85,8.8
GBPJPY,40,3.0,1.5,20,False,False,267,33.71,0.953,133.39,12.1
USDJPY,20,3.0,1.0,30,False,False,204,25.49,0.953,99.13,9.1
EURUSD,60,4.0,1.5,20,False,False,243,27.16,0.953,55.28,12.5
EURJPY,60,4.0,1.0,30,False,True,111,18.02,0.953,68.25,10.2
GBPJPY,40,4.0,2.0,30,True,True,104,32.69,0.953,99.67,20.1
EURUSD,40,2.0,1.5,20,False,False,345,42.32,0.953,43.43,7.2
EURJPY,60,3.0,1.0,30,False,True,118,24.58,0.952,57.95,8.6
GBPUSD,20,3.0,1.5,25,False,False,290,34.48,0.952,70.48,9.6
GBPJPY,20,2.0,2.0,30,False,False,177,50.85,0.952,85.98,11.8
GBPUSD,60,2.0,2.0,25,True,True,210,50.48,0.952,49.77,9.3
EURJPY,40,3.0,1.0,30,True,True,120,24.17,0.952,59.46,8.9
GBPUSD,60,4.0,1.5,20,False,True,240,27.92,0.952,52.27,12.7
GBPJPY,20,3.0,1.5,25,True,False,197,34.52,0.952,110.71,11.9
USDJPY,60,3.0,1.5,20,True,False,244,31.56,0.952,58.64,11.1
EURUSD,60,2.0,1.0,20,False,False,312,32.69,0.952,64.52,4.9
GBPUSD,40,4.0,1.5,20,True,False,254,28.35,0.952,56.42,13.1
GBPUSD,40,3.0,1.0,20,False,True,343,25.95,0.951,49.02,7.2
EURJPY,60,3.0,2.0,20,True,False,203,39.9,0.951,79.12,14.9
EURJPY,20,4.0,1.5,25,False,False,204,27.45,0.951,71.2,15.4
USDJPY,20,4.0,1.5,20,False,True,294,27.55,0.951,74.78,15.2
EURUSD,20,3.0,2.0,30,False,False,163,39.88,0.951,51.57,15.2
USDJPY,20,2.0,1.0,30,False,False,225,33.33,0.951,65.52,6.6
GBPUSD,60,2.0,1.0,25,True,False,260,34.62,0.95,33.57,5.3
EURUSD,40,4.0,2.0,25,False,False,192,33.33,0.95,52.46,18.1
EURUSD,40,2.0,1.5,25,False,False,243,43.21,0.95,31.37,7.7
EURJPY,20,4.0,1.0,20,False,True,318,19.81,0.95,88.99,10.1
GBPJPY,40,4.0,2.0,25,True,False,152,33.55,0.95,107.8,20.2
EURUSD,60,3.0,1.5,25,False,True,179,32.96,0.95,29.03,9.2
GBPUSD,20,4.0,1.5,20,False,False,373,28.69,0.95,67.81,12.9
GBPUSD,20,3.0,2.0,20,True,False,305,40.33,0.95,54.55,13.4
GBPJPY,60,4.0,1.0,25,True,True,152,21.05,0.949,84.87,9.9
GBPUSD,20,2.0,2.0,20,True,False,357,50.98,0.949,58.4,9.4
EURJPY,20,4.0,1.0,30,False,True,132,18.94,0.949,56.1,10.8
GBPUSD,40,4.0,1.0,20,True,False,286,21.33,0.949,47.89,9.5
USDJPY,20,2.0,2.0,25,False,False,298,48.99,0.949,89.38,11.2
USDJPY,20,2.0,1.0,20,False,True,410,33.17,0.949,53.52,5.9
GBPJPY,40,2.0,2.0,30,True,True,128,49.22,0.948,71.02,12.1
EURUSD,40,2.0,2.0,25,True,True,199,48.24,0.948,51.02,9.7
GBPUSD,20,2.0,1.5,20,True,True,340,44.41,0.948,48.99,7.1
USDJPY,40,4.0,2.0,30,False,True,124,33.87,0.948,85.17,18.4
GBPJPY,40,3.0,1.0,25,True,True,172,25.58,0.948,90.78,8.5
GBPJPY,60,4.0,2.0,25,True,True,132,33.33,0.948,81.75,19.9
GBPUSD,60,3.0,1.0,20,True,True,279,25.45,0.948,38.59,7.4
EURUSD,20,2.0,2.0,25,True,True,220,49.09,0.948,42.62,10.2
GBPUSD,40,4.0,1.0,30,True,False,168,22.02,0.948,39.13,9.0
EURUSD,40,2.0,1.5,20,True,False,303,41.91,0.948,47.93,6.8
EURUSD,20,4.0,1.5,30,False,False,162,28.4,0.948,34.22,13.3
GBPJPY,20,4.0,1.5,25,False,True,194,28.87,0.947,126.24,14.9
GBPUSD,60,4.0,1.5,30,False,True,140,28.57,0.947,43.79,12.2
GBPUSD,20,4.0,2.0,20,True,False,274,34.67,0.947,66.94,17.3
GBPUSD,40,2.0,1.0,25,False,False,298,34.56,0.947,44.83,5.3
GBPUSD,60,4.0,1.5,20,False,False,258,27.13,0.947,53.43,12.7
EURUSD,40,3.0,1.5,25,False,False,215,33.95,0.947,33.6,10.5
EURUSD,20,3.0,1.5,25,True,False,218,33.49,0.946,37.37,10.1
EURUSD,20,4.0,2.0,30,False,False,149,32.89,0.946,47.07,18.1
EURUSD,20,3.0,2.0,20,False,True,325,40.92,0.946,45.7,15.3
GBPJPY,20,2.0,1.0,20,False,False,446,32.74,0.946,82.12,5.6
GBPUSD,40,2.0,1.5,20,True,False,322,44.1,0.946,48.24,7.0
EURUSD,60,3.0,2.0,20,True,False,233,39.06,0.945,62.96,13.1
GBPUSD,20,4.0,2.0,30,False,False,167,36.53,0.945,48.61,17.2
GBPUSD,60,3.0,1.0,25,False,True,224,25.89,0.945,42.79,7.5
USDJPY,40,3.0,2.0,20,True,True,225,38.22,0.945,65.65,14.7
EURJPY,20,4.0,2.0,25,False,False,190,33.68,0.945,76.91,19.8
EURUSD,40,4.0,2.0,20,True,True,220,33.18,0.945,39.44,16.8
GBPUSD,60,4.0,1.0,25,False,True,205,21.95,0.945,39.33,9.5
USDJPY,40,2.0,1.5,20,True,False,285,41.05,0.945,56.92,8.4
EURJPY,60,3.0,1.0,30,True,True,116,24.14,0.945,63.75,8.6
EURUSD,60,3.0,2.0,25,True,False,174,39.08,0.944,55.43,12.3
GBPUSD,60,4.0,1.0,30,False,False,163,22.7,0.944,38.98,9.4
USDJPY,60,2.0,1.0,20,True,False,292,32.19,0.944,44.87,5.6
GBPUSD,20,3.0,2.0,25,True,False,221,41.18,0.944,68.63,13.4
EURUSD,60,4.0,1.0,20,False,False,273,19.78,0.943,74.59,8.3
GBPUSD,40,4.0,1.0,20,True,True,270,21.48,0.943,48.47,9.6
USDJPY,60,3.0,1.5,20,False,False,259,31.66,0.943,63.01,10.8
EURJPY,40,2.0,1.5,20,False,False,310,41.29,0.943,79.39,8.1
USDJPY,20,3.0,1.5,25,True,True,204,31.37,0.943,73.15,12.6
EURUSD,40,4.0,1.0,30,False,True,142,20.42,0.943,28.76,9.3
EURUSD,40,3.0,2.0,20,False,False,289,39.45,0.943,44.18,13.6
GBPUSD,60,2.0,1.5,20,True,False,298,42.95,0.943,41.05,7.2
USDJPY,20,2.0,1.0,20,True,True,320,32.5,0.942,60.39,6.1
EURUSD,40,3.0,2.0,25,True,False,186,39.25,0.942,48.74,13.2
GBPUSD,40,3.0,2.0,20,True,True,251,41.04,0.942,57.97,13.3
GBPJPY,40,2.0,1.0,25,True,True,193,32.64,0.942,80.71,5.7
EURUSD,60,2.0,1.5,30,True,True,137,40.88,0.941,34.36,6.2
GBPJPY,20,3.0,1.0,25,True,True,186,25.27,0.941,92.71,8.8
GBPJPY,20,2.0,1.0,25,True,True,209,32.54,0.941,86.24,5.8
USDJPY,20,4.0,2.0,25,False,True,214,33.64,0.941,97.13,20.0
GBPJPY,40,3.0,2.0,30,True,True,110,40.0,0.94,118.9,17.4
USDJPY,40,4.0,1.0,25,False,False,226,18.58,0.94,54.08,10.4
EURUSD,20,4.0,2.0,30,True,False,130,33.08,0.94,46.31,17.0
GBPJPY,60,2.0,1.0,20,False,False,292,32.53,0.94,87.58,5.8
USDJPY,40,4.0,1.5,25,False,False,203,26.11,0.94,55.5,14.4
GBPJPY,60,3.0,1.0,30,True,True,121,24.79,0.94,86.49,8.2
GBPJPY,20,2.0,2.0,30,True,True,135,48.89,0.94,73.63,12.0
EURJPY,40,2.0,2.0,20,True,True,238,47.9,0.94,78.58,10.6
EURUSD,40,3.0,2.0,25,False,False,205,40.0,0.94,49.74,14.2
USDJPY,20,2.0,1.0,25,True,False,268,31.72,0.94,56.35,6.1
GBPUSD,60,2.0,2.0,30,False,True,161,49.69,0.939,48.52,9.6
GBPUSD,40,4.0,2.0,30,True,False,143,34.97,0.939,48.99,15.9
GBPUSD,60,2.0,2.0,25,True,False,222,50.45,0.939,53.05,9.4
GBPUSD,60,4.0,1.0,20,False,False,289,20.42,0.939,47.9,9.2
USDJPY,40,3.0,2.0,30,False,True,138,39.13,0.939,82.96,14.1
EURUSD,60,3.0,1.0,25,True,True,188,25.0,0.939,54.51,6.6
GBPUSD,60,3.0,1.0,20,True,False,300,25.0,0.939,44.63,7.4
EURUSD,60,2.0,2.0,25,True,True,183,48.09,0.939,59.39,9.0
EURUSD,20,4.0,1.5,30,True,True,131,26.72,0.938,40.64,12.9
GBPJPY,20,4.0,2.0,30,False,True,130,33.85,0.938,108.73,20.0
USDJPY,40,3.0,1.5,30,False,False,156,31.41,0.938,86.52,11.0
EURJPY,40,4.0,2.0,30,True,True,103,32.04,0.938,72.85,20.5
GBPUSD,60,2.0,1.5,25,False,True,227,43.61,0.938,50.24,7.2
GBPUSD,40,2.0,1.5,25,True,False,249,44.18,0.938,54.04,7.2
EURUSD,20,3.0,2.0,20,False,False,347,40.35,0.938,58.18,14.5
GBPJPY,60,4.0,2.0,25,False,False,152,34.21,0.938,93.27,19.6
USDJPY,60,3.0,2.0,20,True,True,210,38.1,0.938,73.09,14.4
GBPJPY,20,3.0,1.5,25,False,False,245,34.29,0.937,135.38,12.2
EURUSD,20,2.0,1.0,30,False,True,183,33.88,0.937,28.68,5.0
EURUSD,60,2.0,1.5,20,True,True,252,42.06,0.937,52.32,6.9
GBPJPY,60,2.0,1.0,25,True,True,180,32.78,0.937,81.52,5.6
EURJPY,40,2.0,2.0,20,False,True,263,47.91,0.937,87.57,10.4
EURUSD,60,2.0,1.5,25,False,False,213,41.78,0.937,43.61,7.0
GBPUSD,20,2.0,1.5,25,True,True,247,44.94,0.937,53.12,7.2
GBPUSD,40,3.0,2.0,20,True,False,262,40.46,0.937,63.18,13.3
EURUSD,40,2.0,1.0,25,True,True,222,31.53,0.937,61.93,4.8
GBPUSD,20,4.0,2.0,20,False,True,305,35.08,0.936,67.84,16.9
EURUSD,20,3.0,1.0,30,True,True,147,25.85,0.936,40.76,7.1
GBPJPY,20,4.0,1.0,20,True,False,295,19.66,0.936,102.57,10.5
GBPJPY,40,3.0,1.0,20,True,False,271,24.35,0.936,105.04,8.1
GBPUSD,40,4.0,1.0,20,False,True,311,20.9,0.936,57.25,9.1
USDJPY,40,2.0,2.0,30,False,False,161,49.07,0.936,76.59,10.7
EURUSD,40,2.0,1.0,20,True,False,324,32.41,0.936,72.28,4.8
USDJPY,20,2.0,2.0,25,True,True,214,48.13,0.935,73.42,11.9
EURUSD,60,3.0,2.0,25,False,False,182,38.46,0.935,53.76,12.9
EURUSD,60,4.0,2.0,25,False,False,169,32.54,0.935,49.65,16.3
USDJPY,40,2.0,2.0,30,False,True,150,48.67,0.935,69.89,11.2
EURUSD,60,2.0,2.0,30,False,False,148,48.65,0.935,33.35,9.4
GBPUSD,60,4.0,1.5,30,True,True,139,28.06,0.935,43.84,12.0
USDJPY,20,2.0,1.0,25,True,True,240,32.5,0.935,64.02,6.5
EURJPY,40,4.0,1.0,30,True,False,129,17.83,0.935,68.44,10.1
GBPUSD,20,2.0,1.0,30,True,False,210,34.76,0.934,42.76,5.1
EURJPY,40,3.0,1.0,30,False,False,144,24.31,0.934,60.27,8.7
GBPJPY,60,4.0,1.5,25,False,True,150,28.67,0.934,91.06,14.0
GBPJPY,20,3.0,2.0,30,True,True,117,39.32,0.934,125.1,17.0
GBPUSD,20,2.0,1.0,30,True,True,191,34.55,0.934,40.94,5.2
EURJPY,40,2.0,1.5,20,True,False,278,41.37,0.933,86.9,8.1
EURUSD,60,2.0,1.5,20,False,False,292,41.78,0.933,53.58,6.9
GBPJPY,20,3.0,1.0,20,False,True,332,24.4,0.933,89.79,8.4
GBPUSD,20,4.0,2.0,30,True,False,146,35.62,0.933,49.9,16.4
GBPJPY,20,3.0,1.0,30,False,False,186,24.73,0.933,89.25,8.6
GBPUSD,40,4.0,1.5,20,False,True,272,28.31,0.933,62.26,12.5
USDJPY,60,3.0,2.0,20,False,True,221,38.46,0.932,79.49,14.2
GBPUSD,40,2.0,2.0,20,True,False,304,50.66,0.932,56.62,9.0
EURUSD,20,4.0,2.0,30,False,True,140,33.57,0.932,44.98,18.5
GBPJPY,20,2.0,1.0,20,True,False,357,31.93,0.932,82.9,5.7
GBPUSD,20,2.0,1.0,25,False,False,367,34.33,0.932,43.18,5.2
EURJPY,20,3.0,1.5,25,False,False,221,33.03,0.931,75.81,12.5
EURUSD,60,4.0,1.0,25,True,False,194,20.1,0.931,45.6,8.2
EURUSD,60,3.0,2.0,20,False,False,248,38.31,0.931,60.83,13.3
USDJPY,20,3.0,1.5,25,True,False,221,31.22,0.931,77.06,12.6
USDJPY,20,2.0,1.0,20,False,False,482,32.37,0.931,69.81,5.6
GBPUSD,20,3.0,1.5,25,True,False,240,33.75,0.93,69.04,10.1
EURUSD,60,2.0,1.0,25,False,True,214,31.78,0.93,58.91,4.7
GBPJPY,20,4.0,1.0,20,False,False,361,20.22,0.93,110.66,10.9
GBPUSD,60,4.0,2.0,20,True,True,212,33.02,0.93,54.32,16.5
EURUSD,20,4.0,2.0,30,True,True,123,32.52,0.93,43.8,18.0
GBPUSD,20,3.0,1.0,30,True,False,193,25.39,0.93,44.94,7.6
EURUSD,40,4.0,2.0,25,True,False,174,32.76,0.93,51.79,16.8
GBPUSD,40,2.0,1.0,25,False,True,270,34.44,0.93,46.01,5.3
EURJPY,40,4.0,1.0,30,True,True,114,17.54,0.93,74.4,10.5
EURJPY,20,4.0,2.0,20,False,False,287,34.15,0.93,105.08,19.5
USDJPY,20,3.0,1.5,20,True,False,310,31.61,0.929,77.53,11.4
EURUSD,20,2.0,1.0,25,True,False,270,31.85,0.929,49.3,4.8
GBPUSD,60,4.0,1.0,20,False,True,270,20.74,0.929,50.52,9.1
GBPUSD,60,4.0,1.0,30,True,False,162,22.22,0.929,39.2,9.2
EURUSD,40,2.0,2.0,25,False,False,230,49.57,0.929,37.72,10.2
EURUSD,40,3.0,1.5,20,False,False,310,32.26,0.929,43.39,10.3
USDJPY,20,3.0,1.0,25,True,True,220,23.18,0.928,82.56,9.0
USDJPY,40,2.0,1.0,20,False,False,358,32.12,0.928,54.13,5.3
USDJPY,40,2.0,1.0,20,True,True,277,32.49,0.928,50.18,5.7
EURUSD,40,2.0,2.0,30,False,False,161,49.07,0.928,31.38,9.6
USDJPY,60,2.0,2.0,20,False,False,263,49.81,0.928,85.51,10.9
EURJPY,40,3.0,2.0,20,False,True,225,39.11,0.928,82.69,14.8
EURUSD,20,4.0,2.0,25,True,False,192,33.85,0.928,60.02,17.1
EURUSD,20,2.0,1.5,25,True,False,250,42.0,0.928,41.48,7.2
EURUSD,60,4.0,2.0,20,False,True,211,32.23,0.927,48.19,17.1
GBPUSD,20,3.0,2.0,20,False,False,374,39.84,0.927,65.25,12.9
GBPJPY,60,2.0,1.5,30,True,False,140,41.43,0.927,95.04,8.4
GBPJPY,20,2.0,1.5,30,False,False,190,42.63,0.927,109.14,8.5
EURUSD,60,4.0,1.5,30,True,True,119,26.05,0.926,40.67,12.3
GBPJPY,40,2.0,1.0,20,False,False,338,31.95,0.926,91.9,5.8
USDJPY,20,2.0,1.5,20,False,True,377,41.38,0.926,79.45,8.7
GBPJPY,60,4.0,2.0,30,False,False,111,33.33,0.926,88.06,20.9
GBPJPY,20,4.0,1.5,20,True,False,260,26.15,0.926,95.0,15.1
GBPUSD,40,3.0,2.0,30,False,True,149,40.27,0.926,50.38,14.3
EURUSD,60,4.0,1.0,25,True,True,177,19.77,0.926,41.94,8.5
GBPUSD,60,2.0,1.0,20,True,False,329,33.74,0.926,42.22,5.2
EURJPY,20,3.0,1.5,20,True,False,279,32.26,0.926,89.79,11.1
USDJPY,40,2.0,1.0,25,True,False,242,31.4,0.926,49.82,5.8
GBPJPY,40,3.0,1.5,30,False,False,139,32.37,0.925,110.6,11.8
USDJPY,20,4.0,1.0,20,False,False,387,19.64,0.925,81.66,10.6
EURJPY,60,3.0,2.0,30,True,False,113,38.94,0.925,61.12,15.8
EURJPY,60,4.0,2.0,30,True,True,99,32.32,0.925,76.64,20.7
GBPUSD,40,4.0,1.5,20,False,False,290,27.59,0.925,65.59,12.6
EURUSD,20,3.0,2.0,20,True,False,289,40.48,0.925,69.44,13.8
EURUSD,60,4.0,1.5,25,True,False,171,26.9,0.925,40.49,12.4
GBPUSD,60,4.0,1.0,20,True,False,272,20.59,0.924,46.88,9.1
GBPUSD,60,2.0,2.0,20,True,False,279,49.46,0.924,53.45,9.1
EURUSD,20,2.0,2.0,20,False,True,381,50.66,0.924,52.98,10.0
GBPUSD,20,4.0,1.0,30,True,True,164,21.95,0.924,37.62,9.6
GBPJPY,40,3.0,1.5,20,True,False,241,33.2,0.924,133.66,12.3
EURUSD,40,2.0,2.0,30,False,True,147,47.62,0.924,33.64,9.7
GBPUSD,60,3.0,2.0,30,False,True,140,40.71,0.924,43.08,14.5
EURUSD,40,2.0,2.0,30,True,True,140,47.14,0.924,35.96,9.3
GBPUSD,60,2.0,1.0,25,False,False,271,33.95,0.923,39.67,5.3
GBPUSD,40,3.0,1.5,20,False,True,307,33.88,0.923,62.26,10.0
USDJPY,60,4.0,2.0,25,True,True,152,32.24,0.923,87.43,19.4
EURUSD,40,3.0,2.0,30,True,False,135,38.52,0.923,58.86,13.8
USDJPY,60,2.0,1.5,20,True,True,235,41.7,0.923,63.96,8.9
GBPUSD,60,2.0,1.5,25,False,False,245,42.86,0.923,54.2,7.4
EURUSD,40,4.0,1.5,20,True,False,252,26.59,0.922,46.1,12.5
USDJPY,20,4.0,1.5,25,False,True,229,26.2,0.922,72.11,15.9
GBPJPY,20,4.0,2.0,30,False,False,139,33.81,0.922,112.69,20.4
GBPUSD,40,4.0,2.0,30,False,False,149,34.9,0.922,55.25,16.1
USDJPY,60,4.0,1.0,25,True,True,175,17.71,0.922,75.77,10.6
USDJPY,20,2.0,1.5,20,False,False,437,41.42,0.922,94.74,8.2
GBPJPY,60,4.0,2.0,30,True,False,106,33.02,0.922,92.21,20.5
GBPUSD,20,2.0,1.0,30,False,False,251,34.66,0.922,42.48,5.1
GBPUSD,20,3.0,1.0,30,True,True,177,24.86,0.922,41.21,7.5
GBPJPY,40,3.0,2.0,25,False,False,178,40.45,0.922,128.7,16.6
USDJPY,40,3.0,2.0,20,True,False,246,38.62,0.921,79.18,14.7
EURUSD,60,4.0,2.0,25,True,False,161,32.3,0.921,55.95,15.9
EURUSD,20,3.0,1.0,30,True,False,159,25.16,0.921,46.1,7.2
GBPJPY,60,4.0,2.0,25,True,False,144,33.33,0.921,102.27,19.6
GBPJPY,40,2.0,1.0,20,True,False,305,31.8,0.921,86.76,5.8
USDJPY,20,3.0,1.0,20,True,False,343,23.62,0.92,75.46,8.0
GBPJPY,40,3.0,2.0,20,False,False,253,39.13,0.92,129.41,15.6
EURUSD,40,4.0,1.0,20,False,False,319,20.06,0.92,71.37,8.5
GBPUSD,40,4.0,1.0,30,True,True,157,21.66,0.92,38.66,9.2
GBPUSD,20,2.0,2.0,20,False,True,398,51.01,0.92,66.49,9.6
USDJPY,40,3.0,1.0,30,False,False,166,24.1,0.92,87.11,8.3
GBPUSD,20,3.0,1.0,30,False,True,207,25.12,0.92,39.33,7.6
USDJPY,20,2.0,2.0,20,False,False,407,49.39,0.92,109.7,10.5
GBPUSD,60,4.0,1.0,20,True,True,255,20.78,0.919,47.27,9.1
EURUSD,40,2.0,1.5,30,True,True,145,40.0,0.919,33.88,6.4
GBPJPY,60,2.0,1.0,20,True,False,277,32.13,0.919,93.33,5.7
EURUSD,20,3.0,2.0,25,True,True,194,40.72,0.918,61.72,13.4
EURUSD,60,4.0,1.5,25,True,True,159,26.42,0.918,38.26,12.9
EURUSD,20,2.0,1.0,20,True,False,384,32.29,0.918,49.98,4.7
USDJPY,20,3.0,2.0,25,True,False,210,38.1,0.918,74.23,15.9
EURJPY,60,3.0,2.0,30,False,False,116,38.79,0.918,56.78,15.9
EURUSD,60,3.0,2.0,30,False,True,123,38.21,0.918,47.93,13.7
EURJPY,20,2.0,1.0,20,True,False,348,31.03,0.918,89.94,5.6
GBPUSD,20,2.0,1.5,20,True,False,379,43.27,0.917,60.16,7.2
EURJPY,20,2.0,1.5,20,False,True,341,41.35,0.917,92.42,8.3
EURUSD,60,3.0,1.5,30,True,False,134,32.09,0.917,42.74,9.9
GBPJPY,40,3.0,1.5,30,True,False,129,31.78,0.917,113.79,12.0
EURJPY,60,3.0,2.0,20,False,False,215,39.07,0.917,82.8,14.8
GBPJPY,60,3.0,1.0,30,False,False,147,23.81,0.916,79.67,7.9
GBPUSD,60,3.0,1.0,20,False,False,317,24.61,0.916,52.06,7.3
EURUSD,40,2.0,1.0,20,True,True,295,32.2,0.916,70.45,5.0
GBPUSD,20,4.0,2.0,20,False,False,331,34.14,0.916,91.65,16.8
GBPUSD,60,2.0,1.5,20,False,True,291,42.96,0.916,50.25,7.1
USDJPY,60,2.0,1.0,30,False,False,168,31.55,0.916,60.61,6.2
USDJPY,60,2.0,2.0,20,True,True,226,49.12,0.916,88.59,11.5
USDJPY,60,2.0,2.0,20,True,False,248,49.19,0.916,80.39,11.3
GBPJPY,40,2.0,1.0,25,False,True,211,32.23,0.916,92.0,5.8
EURJPY,60,3.0,1.0,30,True,False,132,23.48,0.915,65.54,8.5
EURUSD,60,3.0,1.5,20,True,False,249,31.73,0.915,61.21,9.9
GBPUSD,60,2.0,1.0,20,True,True,302,33.44,0.915,40.55,5.2
EURUSD,40,4.0,1.5,30,True,True,127,25.2,0.915,43.57,12.4
GBPUSD,20,3.0,2.0,25,True,True,210,40.48,0.915,67.46,13.2
GBPUSD,20,2.0,1.5,25,True,False,270,44.07,0.914,62.42,7.1
USDJPY,20,3.0,2.0,25,True,True,197,37.56,0.914,74.31,15.7
EURUSD,60,3.0,1.0,20,True,True,248,24.19,0.914,72.32,7.3
EURUSD,40,3.0,1.0,30,False,True,149,25.5,0.914,40.69,7.1
GBPUSD,60,4.0,1.0,30,False,True,152,22.37,0.914,41.75,9.5
GBPUSD,20,3.0,2.0,30,True,True,148,39.86,0.913,51.72,14.4
EURUSD,20,2.0,1.5,20,True,False,356,42.13,0.913,49.75,6.9
GBPUSD,20,3.0,1.5,20,True,False,334,32.93,0.913,65.88,10.6
GBPJPY,60,4.0,1.0,25,False,True,161,20.5,0.913,91.22,9.8
GBPUSD,60,2.0,2.0,30,True,True,158,48.73,0.913,52.39,9.5
GBPUSD,40,2.0,1.0,30,True,True,183,33.88,0.912,42.21,5.0
GBPUSD,60,2.0,2.0,25,False,False,232,50.0,0.912,59.73,9.6
GBPJPY,40,3.0,1.5,25,False,True,178,33.71,0.912,105.96,12.7
USDJPY,60,4.0,1.0,20,True,True,216,18.98,0.912,76.5,10.5
EURUSD,40,3.0,2.0,20,True,False,254,38.58,0.912,57.17,13.3
GBPUSD,40,4.0,1.0,30,False,False,177,21.47,0.911,45.98,8.9
EURUSD,20,4.0,2.0,25,True,True,180,33.33,0.911,48.37,18.0
GBPUSD,20,3.0,2.0,25,False,True,246,41.46,0.911,64.96,13.4
EURUSD,40,4.0,1.5,25,True,False,185,26.49,0.911,38.78,13.0
USDJPY,20,3.0,2.0,20,True,True,256,37.5,0.911,86.86,14.9
EURJPY,40,2.0,2.0,20,False,False,291,47.42,0.911,116.91,10.8
EURJPY,40,3.0,2.0,20,True,False,227,38.33,0.91,99.18,14.7
GBPJPY,20,4.0,1.5,20,False,False,312,26.6,0.91,127.27,15.5
GBPUSD,40,2.0,1.0,20,False,False,406,33.5,0.91,51.04,5.0
EURJPY,60,3.0,1.0,30,False,False,136,23.53,0.91,62.67,8.6
GBPUSD,40,3.0,1.5,25,False,True,224,34.38,0.91,62.58,9.8
USDJPY,20,3.0,1.0,25,True,False,242,22.73,0.91,81.08,8.9
USDJPY,60,4.0,1.0,25,False,True,183,17.49,0.91,71.59,10.6
GBPJPY,40,3.0,1.5,25,True,True,161,33.54,0.91,104.27,12.6
GBPJPY,60,4.0,2.0,30,False,True,105,32.38,0.91,89.97,20.6
EURUSD,40,2.0,1.5,20,True,True,280,41.07,0.909,51.1,7.1
GBPJPY,20,2.0,1.0,25,False,True,253,32.41,0.909,97.22,6.0
EURUSD,20,3.0,2.0,30,True,False,141,39.01,0.909,64.13,14.5
GBPJPY,40,2.0,1.5,30,False,True,142,40.14,0.909,86.36,8.5
GBPUSD,40,3.0,2.0,30,True,True,144,39.58,0.908,49.99,14.2
GBPJPY,20,4.0,1.0,25,False,True,213,20.19,0.908,107.16,10.5
GBPUSD,60,2.0,2.0,30,False,False,173,49.13,0.908,51.15,9.8
GBPJPY,60,4.0,2.0,30,True,True,100,32.0,0.908,89.34,20.3
GBPJPY,20,3.0,2.0,20,False,False,318,39.31,0.907,139.29,16.2
EURUSD,60,2.0,2.0,30,True,False,145,48.28,0.907,36.86,9.0
USDJPY,40,4.0,1.0,20,False,True,266,18.42,0.907,69.62,10.2
GBPJPY,40,3.0,2.0,25,True,False,163,39.88,0.907,123.82,16.8
USDJPY,60,2.0,2.0,20,False,True,239,49.37,0.907,97.44,11.1
EURUSD,20,3.0,1.5,25,True,True,204,32.35,0.906,37.71,9.9
EURUSD,20,3.0,2.0,25,False,False,250,40.8,0.906,78.18,15.0
EURUSD,60,3.0,1.0,25,True,False,203,24.14,0.906,58.1,6.7
GBPUSD,60,2.0,1.5,30,False,True,167,42.51,0.906,51.29,7.1
EURJPY,40,3.0,1.0,20,False,False,311,23.15,0.906,92.96,7.4
GBPJPY,20,3.0,1.0,25,False,True,227,25.11,0.906,104.75,9.0
GBPJPY,20,2.0,1.0,20,False,True,373,31.37,0.906,107.24,5.7
USDJPY,40,4.0,2.0,30,False,False,135,33.33,0.906,107.75,17.7
EURJPY,60,4.0,1.0,30,True,True,110,17.27,0.905,76.58,10.2
EURUSD,40,4.0,2.0,20,False,True,250,32.0,0.905,56.41,17.9
GBPUSD,20,2.0,1.0,25,False,True,325,34.15,0.905,47.95,5.3
USDJPY,20,2.0,1.5,30,False,False,211,41.23,0.905,82.85,8.6
GBPJPY,60,3.0,1.0,25,True,True,162,25.31,0.905,94.49,8.4
USDJPY,60,2.0,1.5,20,False,True,249,41.37,0.904,77.56,8.7
GBPUSD,40,3.0,1.5,25,True,False,223,33.63,0.904,68.11,10.1
EURJPY,20,2.0,2.0,20,True,True,271,47.23,0.904,92.72,10.3
USDJPY,20,4.0,1.5,20,False,False,336,27.08,0.904,99.58,14.5
GBPUSD,40,2.0,2.0,20,False,True,323,50.15,0.904,64.69,9.0
GBPUSD,20,3.0,2.0,30,False,False,186,40.32,0.904,60.92,14.2
GBPJPY,40,3.0,2.0,30,True,False,119,38.66,0.904,123.61,17.7
EURUSD,20,2.0,1.5,30,False,False,194,42.78,0.904,36.5,7.2
EURUSD,20,2.0,1.5,30,True,True,152,40.13,0.904,35.07,6.8
GBPJPY,20,4.0,1.5,30,True,True,120,26.67,0.903,121.81,14.8
EURUSD,20,2.0,2.0,20,False,False,413,49.64,0.903,62.79,9.3
USDJPY,40,3.0,1.5,30,False,True,143,30.07,0.903,89.61,11.3
USDJPY,60,2.0,1.5,20,True,False,265,40.75,0.903,74.52,8.4
USDJPY,20,2.0,2.0,20,False,True,361,48.75,0.903,104.35,10.8
EURUSD,40,2.0,1.0,20,False,False,369,32.25,0.903,62.86,5.1
