pair,dc_period,tp_atr_mult,sl_atr_mult,adx_threshold,use_200ma,use_chop,total_trades,win_rate,profit_factor,max_drawdown_pct,avg_hold_hours
GBPJPY,40,3.0,2.0,20,True,False,227,38.77,0.902,125.6,15.8
EURUSD,60,2.0,1.5,30,False,True,140,40.0,0.902,34.36,6.5
GBPJPY,20,4.0,2.0,25,True,True,155,31.61,0.901,114.41,20.1
USDJPY,40,4.0,1.0,20,True,True,235,18.72,0.901,78.1,10.0
GBPUSD,40,2.0,1.5,20,False,True,338,43.2,0.9,60.17,6.8
EURUSD,60,2.0,1.0,20,False,True,282,31.91,0.9,67.69,5.2
EURUSD,60,2.0,1.5,25,False,True,199,40.2,0.9,46.54,6.9
EURJPY,40,2.0,2.0,20,True,False,260,47.31,0.9,106.75,11.0
GBPUSD,20,2.0,2.0,25,True,False,256,51.17,0.9,70.71,9.6
GBPJPY,60,2.0,1.0,25,False,True,190,32.11,0.9,91.92,5.7
USDJPY,60,3.0,2.0,20,False,False,241,38.17,0.9,88.78,14.2
EURUSD,60,3.0,2.0,20,True,True,222,38.29,0.899,62.05,13.5
GBPUSD,40,2.0,2.0,25,True,False,238,50.42,0.899,66.69,9.3
GBPUSD,40,2.0,2.0,25,True,True,225,50.22,0.899,62.94,9.2
GBPUSD,60,4.0,1.0,30,True,True,151,21.85,0.899,42.09,9.2
GBPUSD,20,2.0,1.0,30,False,True,225,33.78,0.899,42.9,5.2
GBPUSD,60,3.0,1.5,25,True,True,196,33.67,0.899,53.35,10.0
GBPUSD,60,3.0,1.0,20,False,True,295,24.75,0.899,50.41,7.3
USDJPY,60,2.0,1.0,30,True,False,164,31.1,0.899,65.69,6.2
GBPUSD,40,2.0,1.0,20,False,True,372,33.6,0.899,51.95,5.0
EURUSD,20,4.0,1.5,20,False,False,354,27.12,0.899,68.33,13.5
GBPUSD,20,3.0,1.5,20,False,False,418,32.54,0.898,79.23,10.2
EURJPY,20,2.0,1.0,20,False,True,373,30.29,0.898,102.03,5.6
GBPUSD,40,3.0,1.5,20,True,False,287,33.1,0.898,73.9,10.3
EURUSD,40,2.0,1.5,20,False,True,319,41.38,0.898,47.04,7.5
GBPJPY,40,3.0,1.0,25,False,True,191,24.61,0.898,103.33,8.4
USDJPY,40,4.0,2.0,20,False,False,239,33.47,0.898,119.06,19.0
GBPUSD,60,2.0,2.0,25,False,True,220,49.55,0.898,62.15,9.6
GBPUSD,60,2.0,1.0,25,False,True,248,33.47,0.897,43.11,5.3
EURUSD,40,4.0,1.0,20,True,True,258,19.38,0.897,64.5,8.8
EURUSD,40,3.0,1.5,30,False,False,150,32.0,0.897,40.99,10.7
GBPUSD,40,4.0,2.0,20,True,True,224,33.93,0.897,70.01,17.3
GBPUSD,40,2.0,1.5,25,False,True,249,43.37,0.897,61.49,7.1
GBPUSD,20,3.0,2.0,20,False,True,345,40.0,0.897,76.55,13.1
EURUSD,40,3.0,1.5,30,True,False,142,30.99,0.896,43.72,10.1
GBPJPY,60,3.0,1.5,25,True,False,170,33.53,0.896,116.21,11.3
GBPUSD,60,3.0,2.0,30,True,True,139,39.57,0.896,45.89,14.4
GBPUSD,60,2.0,1.0,30,True,True,177,33.9,0.896,42.4,5.0
GBPUSD,60,2.0,1.5,20,False,False,316,42.09,0.896,58.6,7.2
GBPJPY,40,2.0,2.0,25,False,True,194,48.45,0.896,102.06,11.4
EURUSD,40,4.0,1.0,20,True,False,284,19.37,0.896,73.11,8.5
EURUSD,20,2.0,2.0,30,True,True,147,46.94,0.895,43.63,10.0
USDJPY,40,3.0,2.0,30,False,False,149,38.26,0.895,101.02,13.7
EURUSD,20,4.0,1.0,30,False,False,179,20.67,0.895,37.07,8.5
EURUSD,60,4.0,1.5,30,False,True,122,25.41,0.895,41.59,12.9
EURUSD,40,2.0,2.0,30,True,False,153,47.71,0.895,36.66,9.1
USDJPY,60,2.0,1.5,20,False,False,282,40.78,0.895,80.7,8.1
GBPUSD,60,2.0,1.5,30,True,True,164,42.07,0.894,52.47,7.1
GBPUSD,20,3.0,2.0,30,False,True,169,40.24,0.894,56.95,14.9
USDJPY,40,4.0,2.0,20,False,True,222,32.88,0.894,124.62,19.4
EURUSD,60,3.0,2.0,30,True,True,120,38.33,0.894,56.33,13.2
GBPJPY,20,4.0,2.0,25,False,True,182,32.42,0.893,124.14,19.7
EURUSD,20,4.0,2.0,25,False,False,231,33.33,0.893,86.54,19.6
USDJPY,20,4.0,1.0,20,True,True,271,18.82,0.893,82.66,10.5
EURJPY,40,3.0,1.5,20,False,False,270,31.48,0.893,96.36,11.4
USDJPY,20,3.0,2.0,20,False,False,355,39.15,0.893,130.99,14.6
USDJPY,40,2.0,1.5,30,False,True,154,38.96,0.893,72.49,8.8
USDJPY,40,4.0,1.0,25,True,True,187,17.65,0.893,82.54,10.2
USDJPY,40,2.0,1.5,30,True,False,157,39.49,0.892,72.88,9.0
EURUSD,20,3.0,1.5,30,True,False,148,31.76,0.892,44.86,10.7
GBPUSD,60,2.0,1.0,30,False,True,180,33.89,0.892,44.15,5.0
GBPUSD,40,4.0,1.0,30,False,True,165,21.21,0.892,46.73,9.1
GBPJPY,60,3.0,1.5,25,False,False,179,33.52,0.892,115.15,11.7
GBPUSD,60,2.0,1.0,20,False,False,348,33.05,0.892,59.75,5.2
USDJPY,20,4.0,1.5,25,False,False,249,26.1,0.892,105.09,15.4
USDJPY,40,4.0,1.0,30,False,False,156,19.23,0.892,89.65,10.2
GBPUSD,40,3.0,2.0,25,True,False,207,40.1,0.892,75.36,13.3
GBPJPY,60,2.0,2.0,30,True,True,123,47.97,0.892,92.03,12.4
GBPUSD,40,2.0,1.0,30,False,True,192,33.33,0.892,46.3,4.9
USDJPY,60,3.0,2.0,20,True,False,229,37.55,0.891,90.91,14.2
EURUSD,60,3.0,1.5,20,False,False,266,31.2,0.891,63.32,9.8
EURUSD,20,2.0,1.5,25,True,True,231,40.26,0.891,39.52,7.4
EURUSD,40,2.0,1.5,25,False,True,229,41.05,0.891,44.54,7.5
EURUSD,40,4.0,1.5,25,True,True,175,25.71,0.891,42.92,13.2
GBPUSD,40,4.0,1.5,30,True,False,154,27.92,0.89,56.55,11.6
USDJPY,20,4.0,2.0,25,False,False,229,32.75,0.89,123.96,19.6
EURUSD,60,4.0,2.0,25,False,True,159,31.45,0.889,42.8,17.2
USDJPY,20,4.0,2.0,20,True,False,254,33.86,0.889,128.22,18.5
EURUSD,20,2.0,2.0,25,True,False,236,48.31,0.889,51.93,9.8
GBPUSD,40,3.0,2.0,25,True,True,199,40.2,0.889,68.97,13.1
GBPJPY,20,3.0,1.5,30,True,True,128,31.25,0.888,132.42,12.0
EURUSD,20,2.0,1.5,20,True,True,323,41.8,0.888,54.72,7.3
GBPUSD,60,2.0,2.0,30,True,False,170,48.24,0.887,54.63,9.8
GBPJPY,40,4.0,1.5,20,False,False,243,25.93,0.887,143.45,15.7
USDJPY,60,4.0,2.0,25,False,True,158,31.65,0.887,97.83,19.6
EURUSD,60,2.0,2.0,25,False,False,203,47.29,0.887,57.08,9.6
GBPUSD,60,3.0,2.0,30,False,False,151,39.74,0.887,51.52,14.5
GBPJPY,20,2.0,1.5,30,True,True,141,39.72,0.887,98.49,8.4
USDJPY,20,2.0,1.0,20,True,False,379,30.61,0.887,86.16,5.7
GBPJPY,20,2.0,1.0,20,True,True,301,30.23,0.886,101.82,5.9
USDJPY,20,3.0,2.0,20,False,True,321,38.32,0.886,124.52,14.8
EURUSD,60,4.0,1.0,20,False,True,248,18.95,0.886,67.87,8.5
GBPJPY,20,3.0,2.0,30,True,False,132,37.88,0.886,132.18,17.2
EURUSD,40,2.0,2.0,25,True,False,211,47.39,0.885,49.88,9.5
USDJPY,40,4.0,2.0,25,True,True,162,32.1,0.885,107.07,19.3
EURUSD,60,3.0,1.5,30,False,False,137,31.39,0.885,48.18,10.1
GBPUSD,40,3.0,2.0,25,False,False,222,40.09,0.884,80.22,13.5
GBPJPY,20,3.0,1.5,30,True,False,143,30.77,0.884,121.01,12.0
USDJPY,20,2.0,2.0,25,False,True,275,47.27,0.884,98.5,11.3
GBPUSD,60,3.0,1.5,20,True,True,252,32.54,0.884,61.46,10.4
GBPUSD,40,3.0,2.0,20,False,False,302,38.74,0.884,85.23,12.9
GBPUSD,60,4.0,2.0,20,True,False,227,31.72,0.884,72.79,15.8
EURUSD,60,3.0,2.0,25,True,True,165,37.58,0.884,60.83,12.1
USDJPY,40,2.0,1.0,30,False,True,165,30.91,0.884,70.36,6.2
GBPJPY,60,4.0,1.0,20,True,False,231,19.48,0.884,122.59,10.1
USDJPY,20,3.0,1.0,30,False,True,187,24.06,0.884,101.64,9.0
GBPJPY,60,3.0,1.0,30,False,True,130,23.85,0.883,96.92,8.0
GBPUSD,40,3.0,1.0,30,True,True,170,24.12,0.883,43.72,7.3
GBPJPY,40,3.0,2.0,25,True,True,151,39.07,0.883,118.05,17.2
USDJPY,20,3.0,2.0,20,True,False,285,37.89,0.883,106.87,15.1
GBPUSD,40,2.0,1.0,30,True,False,201,33.33,0.883,46.5,5.1
EURUSD,60,4.0,1.5,20,True,True,212,25.47,0.883,54.41,12.4
GBPUSD,60,2.0,1.0,30,True,False,195,33.85,0.883,44.76,5.1
EURUSD,20,2.0,1.0,25,True,True,247,30.36,0.882,60.06,5.0
GBPUSD,40,2.0,2.0,20,False,False,345,49.57,0.882,74.69,8.9
EURUSD,40,3.0,2.0,25,True,True,178,37.64,0.881,59.41,12.9
EURUSD,20,2.0,1.0,20,True,True,346,31.79,0.881,59.8,4.9
GBPJPY,20,3.0,1.0,20,True,True,271,22.88,0.881,97.55,8.5
USDJPY,20,3.0,1.5,30,False,False,190,31.58,0.881,114.86,12.0
GBPUSD,20,4.0,1.5,30,False,False,184,28.8,0.881,61.9,12.7
USDJPY,20,4.0,1.0,25,True,True,205,18.05,0.88,90.6,10.8
GBPJPY,40,4.0,1.5,30,False,True,121,26.45,0.88,136.35,15.0
EURUSD,20,2.0,1.5,20,False,False,445,41.57,0.88,67.83,7.1
GBPJPY,40,2.0,2.0,25,False,False,215,47.91,0.88,105.24,11.5
EURUSD,40,3.0,1.5,25,False,True,204,32.35,0.88,43.34,10.2
GBPJPY,40,2.0,1.5,25,False,True,200,41.0,0.88,114.64,8.7
GBPUSD,60,2.0,1.0,30,False,False,198,33.84,0.879,46.52,5.1
EURUSD,60,3.0,1.5,30,True,True,126,30.95,0.879,42.71,9.1
GBPUSD,40,3.0,2.0,30,False,False,161,39.13,0.879,60.62,14.3
USDJPY,40,4.0,2.0,30,True,True,117,33.33,0.879,94.8,17.9
EURJPY,20,2.0,1.0,20,False,False,440,30.45,0.879,118.3,5.8
GBPJPY,40,3.0,1.5,30,False,True,130,31.54,0.879,135.33,11.8
EURUSD,60,3.0,1.0,25,False,True,198,23.74,0.878,56.09,6.4
EURJPY,20,3.0,1.0,20,False,True,334,22.75,0.878,111.28,8.1
EURUSD,40,4.0,1.5,25,False,False,205,26.34,0.878,56.75,13.3
EURUSD,40,2.0,1.0,25,False,False,264,31.44,0.878,64.53,5.0
EURUSD,60,3.0,2.0,25,False,True,173,36.99,0.878,58.66,12.7
EURUSD,60,3.0,1.0,20,True,False,271,23.25,0.878,79.66,7.2
EURUSD,20,4.0,1.5,30,False,True,150,26.67,0.878,45.01,13.7
GBPUSD,20,2.0,1.0,20,False,True,470,33.19,0.878,69.45,5.2
EURUSD,60,4.0,1.5,25,False,False,181,25.97,0.878,53.15,12.6
GBPUSD,60,2.0,2.0,20,False,True,278,48.56,0.877,65.66,9.2
GBPJPY,20,3.0,2.0,30,False,True,141,39.72,0.877,146.09,16.4
EURUSD,40,2.0,1.5,30,False,True,152,40.13,0.877,36.04,6.9
USDJPY,60,2.0,1.5,30,True,False,153,39.22,0.877,75.47,8.9
EURUSD,20,3.0,1.0,25,True,False,246,23.58,0.877,54.21,6.7
EURUSD,60,4.0,1.0,25,False,False,204,19.12,0.876,48.09,7.8
EURJPY,20,3.0,1.0,30,False,False,171,22.81,0.876,67.24,8.7
USDJPY,60,2.0,1.5,30,False,False,158,39.24,0.876,84.3,8.7
EURUSD,20,4.0,1.5,25,True,False,208,26.44,0.875,53.34,13.0
GBPUSD,40,2.0,1.5,20,False,False,368,42.12,0.875,73.65,6.8
GBPUSD,40,2.0,1.5,25,False,False,272,42.28,0.875,70.92,7.1
USDJPY,40,2.0,1.0,20,True,False,319,30.72,0.875,82.34,5.4
EURUSD,60,2.0,1.5,20,False,True,267,40.82,0.875,49.73,7.4
GBPUSD,60,2.0,1.5,30,False,False,181,41.99,0.875,55.49,7.3
GBPUSD,40,3.0,1.5,25,False,False,243,32.92,0.875,79.23,10.0
EURUSD,20,4.0,1.0,20,True,False,335,18.81,0.875,56.85,8.4
GBPUSD,40,3.0,2.0,30,True,False,155,38.71,0.874,58.94,14.2
GBPJPY,40,3.0,1.5,30,True,True,119,31.09,0.874,136.99,11.9
EURJPY,40,3.0,1.0,30,True,False,136,22.79,0.874,69.99,9.0
GBPJPY,20,3.0,1.5,25,True,True,176,32.39,0.874,117.47,12.5
EURUSD,40,3.0,2.0,20,False,True,274,37.96,0.873,68.04,14.2
EURJPY,20,2.0,1.5,20,True,False,320,40.0,0.873,120.17,8.0
EURUSD,40,4.0,1.0,20,False,True,292,19.18,0.873,63.76,8.7
EURJPY,20,3.0,1.5,20,False,True,300,31.0,0.873,122.56,12.2
EURUSD,20,2.0,2.0,25,False,True,266,48.87,0.873,64.77,10.7
GBPUSD,20,2.0,1.0,20,False,False,539,32.65,0.873,81.18,5.0
USDJPY,40,4.0,1.0,20,False,False,302,18.54,0.873,88.13,9.8
EURUSD,60,4.0,2.0,25,True,True,151,31.13,0.873,48.35,16.8
USDJPY,20,2.0,1.5,30,True,False,169,39.05,0.873,75.41,9.2
GBPUSD,40,2.0,2.0,25,False,False,256,50.0,0.872,76.44,9.5
USDJPY,40,4.0,1.0,30,False,True,142,18.31,0.872,80.69,10.3
GBPJPY,40,2.0,1.5,30,True,True,132,39.39,0.872,96.9,8.4
EURUSD,20,4.0,1.5,20,True,False,296,26.01,0.872,69.84,12.4
EURUSD,20,3.0,2.0,25,False,True,233,39.91,0.872,76.08,15.2
EURUSD,40,4.0,2.0,25,True,True,166,31.33,0.872,51.2,17.3
USDJPY,20,4.0,2.0,20,True,True,228,32.46,0.871,124.86,18.8
GBPUSD,40,3.0,1.5,20,False,False,331,32.02,0.871,88.4,9.9
GBPUSD,20,2.0,2.0,25,True,True,241,50.21,0.871,73.17,9.5
GBPUSD,20,3.0,2.0,30,True,False,160,38.75,0.871,62.91,14.2
USDJPY,40,2.0,2.0,30,True,False,150,47.33,0.871,89.72,11.5
USDJPY,20,4.0,2.0,25,True,True,177,32.2,0.871,110.7,19.3
USDJPY,60,4.0,2.0,25,True,False,161,32.3,0.871,112.83,18.9
GBPJPY,20,4.0,2.0,20,False,True,249,32.13,0.871,136.5,20.9
GBPJPY,20,4.0,1.0,20,True,True,257,17.9,0.87,104.94,10.2
EURJPY,20,3.0,2.0,20,False,True,280,38.21,0.87,120.58,15.5
GBPJPY,20,2.0,2.0,30,False,True,160,48.75,0.87,105.56,11.8
EURUSD,20,4.0,1.5,25,True,True,194,25.77,0.87,53.2,13.3
GBPUSD,40,3.0,1.0,30,False,True,179,24.02,0.869,48.45,7.2
GBPJPY,40,2.0,1.0,20,False,True,294,30.27,0.869,114.18,5.7
USDJPY,60,4.0,1.0,20,False,True,229,18.34,0.869,78.47,10.4
GBPUSD,40,3.0,2.0,20,False,True,288,38.89,0.869,84.03,13.0
GBPUSD,20,2.0,2.0,25,False,True,283,50.18,0.868,78.35,9.9
EURUSD,60,4.0,1.5,25,False,True,169,25.44,0.868,46.45,13.0
GBPJPY,20,4.0,2.0,20,False,False,282,31.91,0.868,145.83,20.3
USDJPY,40,4.0,1.5,20,False,True,239,25.1,0.868,98.62,14.8
GBPJPY,40,2.0,1.5,25,False,False,227,40.97,0.868,116.75,8.5
GBPUSD,60,2.0,1.5,30,True,False,178,41.57,0.868,56.01,7.3
EURJPY,20,3.0,2.0,20,True,False,261,37.55,0.868,118.68,14.8
USDJPY,40,4.0,1.5,30,False,False,142,25.35,0.868,88.4,14.2
GBPUSD,40,3.0,2.0,25,False,True,213,39.91,0.867,77.75,13.4
GBPJPY,40,2.0,1.5,20,True,False,276,40.58,0.867,122.29,8.4
GBPUSD,20,4.0,1.5,30,True,False,160,28.12,0.867,63.47,12.1
EURUSD,40,3.0,2.0,20,True,True,242,37.6,0.867,66.25,13.7
EURUSD,60,3.0,2.0,20,False,True,236,37.29,0.866,60.46,14.1
EURUSD,20,3.0,1.0,25,True,True,226,23.45,0.866,58.35,6.8
EURUSD,60,4.0,1.0,25,False,True,187,18.72,0.866,43.82,8.1
GBPUSD,60,3.0,1.5,20,False,True,267,32.21,0.865,70.3,10.3
EURUSD,40,3.0,2.0,30,False,True,135,37.04,0.865,56.27,13.8
GBPJPY,40,2.0,1.0,20,True,True,264,30.3,0.865,103.92,5.8
EURUSD,60,3.0,1.5,20,True,True,234,30.77,0.864,60.58,9.6
GBPJPY,40,3.0,2.0,25,False,True,168,38.69,0.864,125.56,16.9
EURUSD,40,3.0,1.5,20,True,False,273,30.4,0.864,57.95,10.0
GBPUSD,20,2.0,2.0,20,False,False,448,49.11,0.864,103.07,9.5
GBPUSD,60,2.0,2.0,20,False,False,297,48.15,0.863,77.01,9.1
EURUSD,40,4.0,1.5,30,False,True,134,24.63,0.863,44.36,13.1
EURUSD,20,3.0,1.5,30,True,True,139,30.94,0.863,44.21,10.0
EURUSD,20,2.0,2.0,30,True,False,161,47.2,0.863,45.8,9.7
GBPJPY,20,3.0,1.5,30,False,False,171,31.58,0.863,146.76,12.2
USDJPY,40,2.0,1.0,30,True,False,169,30.18,0.863,75.62,6.2
GBPJPY,40,4.0,1.5,30,True,True,112,25.89,0.862,134.89,14.6
GBPUSD,40,2.0,2.0,25,False,True,242,49.59,0.862,75.3,9.6
GBPJPY,20,2.0,1.5,30,False,True,168,40.48,0.862,118.9,8.5
GBPUSD,20,4.0,1.5,30,False,True,172,27.91,0.862,62.47,13.2
USDJPY,60,2.0,2.0,30,True,False,146,47.26,0.861,90.4,11.5
GBPUSD,60,3.0,2.0,30,True,False,150,38.67,0.861,56.27,14.4
GBPUSD,60,2.0,1.0,20,False,True,320,32.5,0.861,64.19,5.2
GBPJPY,60,2.0,1.5,25,False,False,207,41.06,0.861,113.93,7.9
USDJPY,60,2.0,1.0,30,True,True,149,30.2,0.86,80.66,6.2
USDJPY,20,2.0,1.0,30,False,True,205,31.22,0.86,83.68,6.5
GBPUSD,20,2.0,2.0,25,False,False,311,50.16,0.86,84.79,9.9
EURUSD,40,4.0,1.5,20,False,True,269,24.91,0.86,63.04,12.9
GBPUSD,40,4.0,2.0,20,True,False,238,32.77,0.859,89.03,16.6
GBPJPY,40,3.0,2.0,20,False,True,231,37.23,0.859,138.25,15.9
GBPJPY,40,3.0,2.0,20,True,True,205,37.07,0.859,127.41,16.3
USDJPY,40,3.0,1.5,30,True,False,145,29.66,0.859,91.44,11.4
EURUSD,20,4.0,2.0,25,False,True,218,32.57,0.859,72.63,20.0
GBPUSD,40,2.0,1.0,30,False,False,211,32.7,0.858,52.45,5.0
USDJPY,40,2.0,2.0,30,True,True,139,46.76,0.858,88.31,11.8
EURUSD,40,3.0,2.0,30,True,True,128,36.72,0.858,61.23,13.3
EURUSD,40,3.0,1.5,30,True,True,134,29.85,0.858,44.57,9.2
GBPUSD,40,3.0,1.0,30,True,False,185,23.78,0.858,50.67,7.3
USDJPY,20,4.0,2.0,30,True,True,125,32.8,0.857,96.69,18.0
GBPUSD,20,2.0,2.0,30,True,True,170,48.82,0.857,62.51,10.0
EURUSD,20,3.0,2.0,30,False,True,151,37.75,0.856,58.54,15.1
GBPJPY,60,4.0,1.5,20,True,False,204,25.49,0.855,124.4,14.6
GBPJPY,60,4.0,1.0,20,False,False,243,19.34,0.855,128.5,10.4
USDJPY,60,4.0,1.0,25,False,False,203,17.24,0.855,87.5,10.3
GBPJPY,60,3.0,1.0,25,False,True,173,24.28,0.855,103.04,8.2
GBPUSD,60,3.0,1.5,25,True,False,212,32.08,0.855,77.3,10.2
EURUSD,20,3.0,2.0,30,True,True,133,37.59,0.855,66.61,14.2
GBPUSD,20,2.0,2.0,30,False,True,195,48.21,0.855,66.14,10.3
GBPJPY,20,3.0,2.0,30,False,False,159,38.99,0.854,159.91,16.5
GBPUSD,60,3.0,2.0,25,True,False,196,38.78,0.854,81.54,13.6
GBPUSD,60,3.0,2.0,25,True,True,187,39.04,0.854,72.07,13.4
USDJPY,20,4.0,1.5,20,True,True,243,25.51,0.854,108.82,14.6
EURUSD,40,3.0,2.0,25,False,True,196,37.76,0.854,65.67,14.1
USDJPY,60,4.0,1.0,20,True,False,245,18.37,0.854,90.46,10.1
EURUSD,20,4.0,1.0,20,True,True,301,18.6,0.854,56.46,8.6
GBPUSD,60,4.0,2.0,20,False,True,227,31.72,0.854,82.04,16.2
EURUSD,20,3.0,1.5,20,False,False,391,31.97,0.853,90.57,10.8
USDJPY,60,2.0,1.0,30,False,True,153,30.07,0.853,74.79,6.3
GBPJPY,60,2.0,2.0,25,False,False,195,47.18,0.853,115.02,11.3
GBPUSD,60,3.0,1.0,30,False,True,165,24.24,0.853,45.84,7.3
EURUSD,60,2.0,2.0,25,True,False,196,46.43,0.853,64.39,8.8
EURUSD,40,2.0,1.0,20,False,True,337,31.45,0.852,68.01,5.3
GBPJPY,40,2.0,2.0,20,False,True,265,46.79,0.852,150.18,11.0
GBPUSD,40,4.0,1.5,30,True,True,145,26.9,0.852,59.69,12.1
USDJPY,60,4.0,1.0,25,True,False,192,17.19,0.852,92.76,10.6
GBPJPY,20,2.0,1.5,20,True,False,326,40.18,0.852,132.77,8.0
USDJPY,60,2.0,2.0,30,False,False,151,47.02,0.852,101.18,11.1
EURJPY,20,2.0,1.5,20,False,False,395,39.75,0.852,150.91,8.4
GBPJPY,20,4.0,1.5,30,False,True,143,26.57,0.851,152.29,15.0
USDJPY,60,3.0,1.0,30,False,False,157,22.29,0.851,92.09,8.1
GBPUSD,40,4.0,1.5,30,False,False,162,27.16,0.851,67.39,11.5
GBPJPY,20,3.0,1.5,30,False,True,154,31.82,0.851,158.62,12.2
EURUSD,60,3.0,1.0,25,False,False,213,23.0,0.851,59.68,6.6
GBPUSD,20,2.0,1.5,25,False,True,297,42.76,0.851,75.59,7.2
GBPUSD,20,3.0,1.5,30,False,True,188,31.91,0.85,65.16,10.6
GBPUSD,20,3.0,1.5,30,True,True,162,31.48,0.85,62.61,10.4
EURUSD,20,3.0,1.0,30,False,False,186,24.73,0.85,50.57,7.6
GBPUSD,20,3.0,1.5,30,False,False,206,32.04,0.85,70.68,10.5
USDJPY,40,4.0,2.0,25,True,False,172,31.98,0.85,123.43,18.8
GBPUSD,40,3.0,1.5,30,True,True,156,31.41,0.849,57.05,10.2
EURUSD,20,3.0,1.0,20,True,False,349,22.92,0.849,65.46,7.2
USDJPY,40,3.0,2.0,30,True,True,129,37.21,0.849,89.93,14.4
USDJPY,20,2.0,2.0,30,True,False,161,46.58,0.849,90.2,11.8
USDJPY,40,4.0,1.5,25,True,True,170,24.71,0.849,97.98,15.1
USDJPY,60,2.0,2.0,30,True,True,135,46.67,0.848,89.12,11.8
EURUSD,40,4.0,2.0,25,False,True,185,30.81,0.848,66.34,18.4
EURUSD,40,4.0,1.5,20,True,True,238,24.79,0.848,62.03,12.2
USDJPY,20,4.0,1.0,20,True,False,315,18.41,0.848,110.68,10.3
GBPJPY,40,4.0,1.5,20,True,False,222,24.77,0.848,139.74,15.4
GBPJPY,40,4.0,2.0,20,False,False,227,31.28,0.848,153.72,20.1
EURUSD,20,4.0,1.0,25,True,False,236,18.64,0.848,58.61,8.5
GBPUSD,20,2.0,1.5,20,False,True,423,42.08,0.848,96.21,7.3
GBPUSD,60,3.0,1.5,25,False,True,205,32.68,0.847,70.82,9.9
GBPJPY,20,3.0,1.5,25,False,True,213,32.39,0.847,140.87,12.5
GBPJPY,60,3.0,2.0,30,False,True,113,38.05,0.847,119.92,17.5
GBPJPY,20,2.0,2.0,25,False,False,263,47.91,0.847,166.42,11.5
EURUSD,60,3.0,1.5,30,False,True,129,30.23,0.847,48.15,9.4
GBPJPY,20,2.0,1.5,25,False,False,283,40.99,0.847,150.42,8.3
GBPJPY,20,4.0,2.0,20,True,True,216,30.09,0.846,131.42,20.6
EURJPY,20,3.0,1.0,20,False,False,391,22.25,0.846,126.31,8.0
GBPJPY,40,2.0,1.5,25,True,False,208,40.38,0.846,117.89,8.1
EURUSD,20,4.0,1.0,30,False,True,162,19.75,0.846,40.46,9.0
GBPJPY,20,3.0,2.0,20,False,True,280,37.5,0.846,161.01,16.3
EURUSD,20,2.0,1.5,20,False,True,405,41.48,0.846,81.57,7.5
GBPUSD,20,2.0,1.5,30,True,True,177,41.81,0.846,60.9,7.3
EURUSD,20,2.0,1.0,20,False,False,485,31.55,0.845,77.08,5.0
GBPUSD,60,3.0,2.0,25,False,False,204,38.73,0.844,87.6,13.6
EURUSD,20,3.0,1.5,30,False,False,172,31.98,0.844,50.0,11.5
GBPUSD,20,4.0,1.5,30,True,True,150,27.33,0.844,65.37,12.6
GBPJPY,20,4.0,2.0,25,True,False,170,30.59,0.844,136.67,20.2
EURUSD,40,3.0,1.5,20,False,True,291,30.58,0.844,70.86,10.4
EURUSD,20,3.0,1.0,30,False,True,169,24.85,0.844,49.5,7.6
EURUSD,40,3.0,1.0,20,True,True,274,22.99,0.844,76.93,7.4
EURUSD,60,3.0,1.0,20,False,False,291,22.34,0.843,83.56,7.1
EURJPY,40,3.0,2.0,20,False,False,255,36.86,0.843,130.2,14.5
USDJPY,20,2.0,1.0,30,True,False,183,29.51,0.843,81.94,6.5
USDJPY,60,3.0,1.5,30,False,False,147,29.25,0.843,103.46,11.3
USDJPY,40,4.0,1.0,20,True,False,268,18.28,0.843,100.09,9.7
GBPUSD,60,3.0,1.0,30,True,True,164,23.78,0.842,46.04,7.3
GBPJPY,60,3.0,1.5,20,False,False,238,31.09,0.842,147.6,11.8
USDJPY,40,3.0,1.0,30,False,True,152,22.37,0.842,97.05,8.3
GBPJPY,40,3.0,1.0,20,False,True,267,22.47,0.842,114.93,8.0
EURUSD,20,2.0,2.0,25,False,False,286,48.25,0.842,79.62,10.3
EURUSD,40,4.0,1.5,25,False,True,195,25.13,0.842,59.46,13.5
USDJPY,20,4.0,1.5,25,True,True,186,25.27,0.842,104.85,15.4
EURJPY,20,2.0,2.0,20,False,True,330,46.06,0.841,149.81,10.6
EURUSD,40,3.0,1.0,25,True,True,206,22.82,0.841,62.87,6.7
GBPJPY,20,2.0,1.5,25,True,False,229,40.61,0.84,125.28,8.1
GBPJPY,60,4.0,1.5,20,False,False,215,25.58,0.84,133.83,14.8
EURUSD,20,3.0,1.0,20,True,True,316,23.1,0.84,66.38,7.4
GBPJPY,40,2.0,1.5,20,False,False,310,39.68,0.839,150.02,8.3
USDJPY,20,4.0,1.5,30,False,False,172,25.58,0.839,145.83,15.0
GBPUSD,40,3.0,1.0,30,False,False,195,23.59,0.839,57.02,7.2
EURUSD,40,4.0,1.0,25,True,False,213,18.31,0.839,61.66,8.2
GBPUSD,40,2.0,2.0,30,False,True,171,47.95,0.839,64.91,9.9
EURUSD,20,2.0,2.0,30,False,True,168,47.02,0.839,53.02,10.1
GBPUSD,60,4.0,2.0,20,False,False,243,30.86,0.838,94.32,15.7
EURUSD,20,2.0,2.0,30,False,False,188,47.34,0.838,54.09,9.7
EURUSD,20,2.0,1.5,30,False,True,175,40.57,0.838,48.97,7.2
GBPUSD,60,3.0,1.5,25,False,False,221,31.67,0.837,85.26,10.2
