pair,date,direction,entry_ts,exit_ts,entry,tp,sl,exit_price,tok_high,tok_low,tok_range_p,result_pips,sl_pips,rr,exit_reason,win,fake_pips,tp_ratio
GBPJPY,2024-06-10,LONG,2024-06-10 14:05:00+00:00,2024-06-10 15:25:00+00:00,199.437,199.7095,199.274,199.7095,199.924,199.379,54.5,27.2,16.3,1.67,TP,True,5,0.5
GBPJPY,2024-06-11,LONG,2024-06-11 14:05:00+00:00,2024-06-11 15:05:00+00:00,199.893,200.168,199.625,200.168,200.39101,199.841,55.0,27.5,26.8,1.03,TP,True,5,0.5
GBPJPY,2024-06-12,LONG,2024-06-12 14:00:00+00:00,2024-06-12 18:15:00+00:00,200.226,200.5555,199.902,200.5555,200.711,200.052,65.9,32.9,32.4,1.02,TP,True,5,0.5
GBPJPY,2024-06-18,SHORT,2024-06-18 14:25:00+00:00,2024-06-18 15:15:00+00:00,200.719,200.34649,200.891,200.34649,200.76801,200.02299,74.5,37.3,17.2,2.17,TP,True,5,0.5
GBPJPY,2024-06-19,SHORT,2024-06-19 15:20:00+00:00,2024-06-19 20:00:00+00:00,200.87,200.602,201.019,200.949,200.918,200.382,53.6,-7.9,14.9,-0.53,TIMEOUT,False,5,0.5
GBPJPY,2024-06-20,SHORT,2024-06-20 14:45:00+00:00,2024-06-20 20:00:00+00:00,201.185,200.9625,201.41,201.219,201.27699,200.832,44.5,-3.4,22.5,-0.15,TIMEOUT,False,5,0.5
GBPJPY,2024-06-21,SHORT,2024-06-21 14:35:00+00:00,2024-06-21 16:40:00+00:00,201.419,200.911,201.616,201.616,201.453,200.437,101.6,-19.7,19.7,-1.0,SL,False,5,0.5
GBPJPY,2024-06-26,LONG,2024-06-26 13:05:00+00:00,2024-06-26 13:30:00+00:00,202.705,202.9005,202.359,202.9005,202.871,202.48,39.1,19.6,34.6,0.57,TP,True,5,0.5
GBPJPY,2024-06-28,LONG,2024-06-28 14:50:00+00:00,2024-06-28 20:00:00+00:00,203.233,203.4725,202.864,203.391,203.588,203.10899,47.9,15.8,36.9,0.43,TIMEOUT,True,5,0.5
GBPJPY,2024-07-04,LONG,2024-07-04 13:30:00+00:00,2024-07-04 20:00:00+00:00,205.547,205.8025,205.391,205.753,206.004,205.493,51.1,20.6,15.6,1.32,TIMEOUT,True,5,0.5
GBPJPY,2024-07-18,SHORT,2024-07-18 15:40:00+00:00,2024-07-18 16:35:00+00:00,203.52,202.8375,203.719,203.719,203.58299,202.218,136.5,-19.9,19.9,-1.0,SL,False,5,0.5
GBPJPY,2024-07-26,LONG,2024-07-26 14:15:00+00:00,2024-07-26 16:25:00+00:00,197.264,198.0055,196.806,198.0055,198.664,197.181,148.3,74.2,45.8,1.62,TP,True,5,0.5
GBPJPY,2024-07-30,LONG,2024-07-30 15:00:00+00:00,2024-07-30 15:40:00+00:00,197.754,198.7465,197.311,197.311,199.47,197.485,198.5,-44.3,44.3,-1.0,SL,False,5,0.5
GBPJPY,2024-07-31,LONG,2024-07-31 14:05:00+00:00,2024-07-31 20:00:00+00:00,192.568,195.1185,192.253,192.578,197.592,192.491,510.1,1.0,31.5,0.03,TIMEOUT,True,5,0.5
GBPJPY,2024-08-06,LONG,2024-08-06 14:15:00+00:00,2024-08-06 14:30:00+00:00,184.109,185.6515,183.798,183.798,187.089,184.004,308.5,-31.1,31.1,-1.0,SL,False,5,0.5
GBPJPY,2024-08-14,SHORT,2024-08-14 13:05:00+00:00,2024-08-14 15:10:00+00:00,189.204,188.45749,189.477,188.45749,189.35001,187.85699,149.3,74.7,27.3,2.73,TP,True,5,0.5
GBPJPY,2024-08-21,SHORT,2024-08-21 14:10:00+00:00,2024-08-21 14:35:00+00:00,190.126,189.453,190.657,190.657,190.295,188.94901,134.6,-53.1,53.1,-1.0,SL,False,5,0.5
GBPJPY,2024-08-22,SHORT,2024-08-22 15:35:00+00:00,2024-08-22 16:20:00+00:00,191.001,190.2745,191.293,191.293,191.134,189.681,145.3,-29.2,29.2,-1.0,SL,False,5,0.5
GBPJPY,2024-08-23,SHORT,2024-08-23 14:00:00+00:00,2024-08-23 14:35:00+00:00,191.613,190.9605,192.009,192.009,191.662,190.35699,130.5,-39.6,39.6,-1.0,SL,False,5,0.5
GBPJPY,2024-08-26,SHORT,2024-08-26 14:35:00+00:00,2024-08-26 15:15:00+00:00,190.31,189.8835,190.521,190.521,190.34599,189.493,85.3,-21.1,21.1,-1.0,SL,False,5,0.5
GBPJPY,2024-08-30,SHORT,2024-08-30 13:00:00+00:00,2024-08-30 15:50:00+00:00,191.11,190.6605,191.641,191.641,191.383,190.48399,89.9,-53.1,53.1,-1.0,SL,False,5,0.5
GBPJPY,2024-09-03,LONG,2024-09-03 15:55:00+00:00,2024-09-03 16:10:00+00:00,191.092,192.2395,190.938,190.938,193.356,191.061,229.5,-15.4,15.4,-1.0,SL,False,5,0.5
GBPJPY,2024-09-04,LONG,2024-09-04 14:00:00+00:00,2024-09-04 16:40:00+00:00,189.771,190.343,189.454,189.454,190.843,189.69901,114.4,-31.7,31.7,-1.0,SL,False,5,0.5
GBPJPY,2024-09-05,SHORT,2024-09-05 15:20:00+00:00,2024-09-05 20:00:00+00:00,189.134,188.53451,189.387,188.976,189.25999,188.061,119.9,15.8,25.3,0.62,TIMEOUT,True,5,0.5
GBPJPY,2024-09-11,LONG,2024-09-11 15:40:00+00:00,2024-09-11 17:40:00+00:00,184.706,185.576,184.346,185.576,186.19701,184.457,174.0,87.0,36.0,2.42,TP,True,5,0.5
GBPJPY,2024-09-12,LONG,2024-09-12 13:05:00+00:00,2024-09-12 14:40:00+00:00,185.64,186.251,185.253,186.251,186.636,185.414,122.2,61.1,38.7,1.58,TP,True,5,0.5
GBPJPY,2024-09-13,LONG,2024-09-13 13:25:00+00:00,2024-09-13 13:50:00+00:00,184.625,185.316,184.425,184.425,185.94,184.558,138.2,-20.0,20.0,-1.0,SL,False,5,0.5
GBPJPY,2024-09-18,SHORT,2024-09-18 15:15:00+00:00,2024-09-18 17:50:00+00:00,187.37,186.5725,187.514,187.514,187.409,185.814,159.5,-14.4,14.4,-1.0,SL,False,5,0.5
GBPJPY,2024-09-19,SHORT,2024-09-19 14:00:00+00:00,2024-09-19 15:40:00+00:00,189.306,188.6815,189.756,189.756,189.411,188.162,124.9,-45.0,45.0,-1.0,SL,False,5,0.5
GBPJPY,2024-09-20,SHORT,2024-09-20 13:00:00+00:00,2024-09-20 13:35:00+00:00,191.267,189.921,191.475,191.475,191.367,188.675,269.2,-20.8,20.8,-1.0,SL,False,5,0.5
GBPJPY,2024-09-23,SHORT,2024-09-23 14:20:00+00:00,2024-09-23 20:00:00+00:00,192.129,191.0445,192.423,191.565,192.295,190.12601,216.9,56.4,29.4,1.92,TIMEOUT,True,5,0.5
GBPJPY,2024-09-25,SHORT,2024-09-25 14:45:00+00:00,2024-09-25 14:55:00+00:00,192.704,192.222,193.044,193.044,192.834,191.87,96.4,-34.0,34.0,-1.0,SL,False,5,0.5
GBPJPY,2024-09-27,LONG,2024-09-27 14:05:00+00:00,2024-09-27 16:10:00+00:00,191.019,193.508,190.871,190.871,195.965,190.987,497.8,-14.8,14.8,-1.0,SL,False,5,0.5
GBPJPY,2024-09-30,SHORT,2024-09-30 14:10:00+00:00,2024-09-30 14:45:00+00:00,191.283,190.376,191.589,191.589,191.364,189.55,181.4,-30.6,30.6,-1.0,SL,False,5,0.5
GBPJPY,2024-10-03,LONG,2024-10-03 13:40:00+00:00,2024-10-03 20:00:00+00:00,192.356,193.8295,192.078,192.713,195.16901,192.222,294.7,35.7,27.8,1.28,TIMEOUT,True,5,0.5
GBPJPY,2024-10-08,SHORT,2024-10-08 13:15:00+00:00,2024-10-08 13:35:00+00:00,193.925,193.3785,194.151,194.151,193.97301,192.88,109.3,-22.6,22.6,-1.0,SL,False,5,0.5
GBPJPY,2024-10-17,SHORT,2024-10-17 13:20:00+00:00,2024-10-17 14:05:00+00:00,194.587,194.172,194.786,194.786,194.657,193.827,83.0,-19.9,19.9,-1.0,SL,False,5,0.5
GBPJPY,2024-10-18,LONG,2024-10-18 15:15:00+00:00,2024-10-18 15:40:00+00:00,195.06,195.57099,194.902,194.902,196.05099,195.02901,102.2,-15.8,15.8,-1.0,SL,False,5,0.5
GBPJPY,2024-10-21,SHORT,2024-10-21 15:55:00+00:00,2024-10-21 16:30:00+00:00,195.27,194.889,195.431,195.431,195.328,194.56599,76.2,-16.1,16.1,-1.0,SL,False,5,0.5
GBPJPY,2024-10-22,LONG,2024-10-22 13:50:00+00:00,2024-10-22 15:25:00+00:00,195.461,196.008,195.176,196.008,196.515,195.42101,109.4,54.7,28.5,1.92,TP,True,5,0.5
GBPJPY,2024-10-23,SHORT,2024-10-23 13:15:00+00:00,2024-10-23 13:25:00+00:00,197.944,197.036,198.174,198.174,197.98199,196.166,181.6,-23.0,23.0,-1.0,SL,False,5,0.5
GBPJPY,2024-10-24,SHORT,2024-10-24 13:40:00+00:00,2024-10-24 14:20:00+00:00,197.398,196.9735,197.617,197.617,197.491,196.642,84.9,-21.9,21.9,-1.0,SL,False,5,0.5
GBPJPY,2024-10-25,SHORT,2024-10-25 15:35:00+00:00,2024-10-25 15:45:00+00:00,197.287,196.8065,197.446,197.446,197.343,196.382,96.1,-15.9,15.9,-1.0,SL,False,5,0.5
GBPJPY,2024-10-29,SHORT,2024-10-29 14:25:00+00:00,2024-10-29 14:45:00+00:00,199.206,198.58,199.424,199.424,199.28101,198.02901,125.2,-21.8,21.8,-1.0,SL,False,5,0.5
GBPJPY,2024-10-30,LONG,2024-10-30 14:00:00+00:00,2024-10-30 14:10:00+00:00,199.152,199.4755,198.711,199.4755,199.575,198.92799,64.7,32.4,44.1,0.73,TP,True,5,0.5
GBPJPY,2024-10-31,LONG,2024-10-31 14:25:00+00:00,2024-10-31 14:40:00+00:00,197.224,198.0865,197.061,197.061,198.89999,197.175,172.5,-16.3,16.3,-1.0,SL,False,5,0.5
GBPJPY,2024-11-04,LONG,2024-11-04 14:25:00+00:00,2024-11-04 15:30:00+00:00,196.911,197.3405,196.708,197.3405,197.729,196.87,85.9,43.0,20.3,2.12,TP,True,5,0.5
GBPJPY,2024-11-05,SHORT,2024-11-05 15:45:00+00:00,2024-11-05 16:20:00+00:00,197.686,197.324,197.86,197.86,197.72,196.996,72.4,-17.4,17.4,-1.0,SL,False,5,0.5
GBPJPY,2024-11-08,LONG,2024-11-08 13:05:00+00:00,2024-11-08 15:15:00+00:00,197.376,198.191,197.14,197.14,198.91901,197.289,163.0,-23.6,23.6,-1.0,SL,False,5,0.5
GBPJPY,2024-11-13,LONG,2024-11-13 13:45:00+00:00,2024-11-13 14:05:00+00:00,197.027,197.402,196.864,196.864,197.71899,196.96899,75.0,-16.3,16.3,-1.0,SL,False,5,0.5
GBPJPY,2024-11-15,LONG,2024-11-15 14:45:00+00:00,2024-11-15 14:50:00+00:00,196.822,197.678,196.631,196.631,198.44501,196.733,171.2,-19.1,19.1,-1.0,SL,False,5,0.5
GBPJPY,2024-11-18,SHORT,2024-11-18 13:05:00+00:00,2024-11-18 20:00:00+00:00,195.908,195.09201,196.18,196.06,195.98399,194.35201,163.2,-15.2,27.2,-0.56,TIMEOUT,False,5,0.5
GBPJPY,2024-11-19,LONG,2024-11-19 14:00:00+00:00,2024-11-19 15:50:00+00:00,194.077,195.1145,193.809,195.1145,196.02699,193.952,207.5,103.7,26.8,3.87,TP,True,5,0.5
GBPJPY,2024-11-21,LONG,2024-11-21 13:35:00+00:00,2024-11-21 13:40:00+00:00,195.221,195.936,194.988,194.988,196.545,195.11501,143.0,-23.3,23.3,-1.0,SL,False,5,0.5
GBPJPY,2024-11-22,LONG,2024-11-22 14:45:00+00:00,2024-11-22 20:00:00+00:00,193.96,194.4745,193.579,193.874,194.808,193.77901,102.9,-8.6,38.1,-0.23,TIMEOUT,False,5,0.5
GBPJPY,2024-11-25,LONG,2024-11-25 15:10:00+00:00,2024-11-25 20:00:00+00:00,193.536,194.105,193.388,193.802,194.62601,193.48801,113.8,26.6,14.8,1.8,TIMEOUT,True,5,0.5
GBPJPY,2024-11-29,LONG,2024-11-29 13:40:00+00:00,2024-11-29 13:50:00+00:00,190.377,191.1925,190.218,190.218,191.955,190.32401,163.1,-15.9,15.9,-1.0,SL,False,5,0.5
GBPJPY,2024-12-02,LONG,2024-12-02 13:00:00+00:00,2024-12-02 14:15:00+00:00,190.317,190.8265,190.091,190.091,191.287,190.26801,101.9,-22.6,22.6,-1.0,SL,False,5,0.5
GBPJPY,2024-12-04,SHORT,2024-12-04 15:45:00+00:00,2024-12-04 20:00:00+00:00,190.941,190.0735,191.232,191.145,191.084,189.349,173.5,-20.4,29.1,-0.7,TIMEOUT,False,5,0.5
GBPJPY,2024-12-10,SHORT,2024-12-10 13:20:00+00:00,2024-12-10 14:10:00+00:00,193.303,192.8225,193.524,193.524,193.408,192.44701,96.1,-22.1,22.1,-1.0,SL,False,5,0.5
GBPJPY,2024-12-11,SHORT,2024-12-11 14:25:00+00:00,2024-12-11 15:05:00+00:00,194.026,193.463,194.25,194.25,194.061,192.935,112.6,-22.4,22.4,-1.0,SL,False,5,0.5
GBPJPY,2024-12-24,SHORT,2024-12-24 15:40:00+00:00,2024-12-24 16:05:00+00:00,197.101,196.8285,197.25,197.25,197.145,196.60001,54.5,-14.9,14.9,-1.0,SL,False,5,0.5
GBPJPY,2024-12-26,SHORT,2024-12-26 14:30:00+00:00,2024-12-26 15:30:00+00:00,197.483,197.2035,197.66,197.66,197.56,197.00101,55.9,-17.7,17.7,-1.0,SL,False,5,0.5
GBPJPY,2025-01-06,SHORT,2025-01-06 14:50:00+00:00,2025-01-06 15:00:00+00:00,196.669,196.105,196.908,196.908,196.802,195.674,112.8,-23.9,23.9,-1.0,SL,False,5,0.5
GBPJPY,2025-01-07,LONG,2025-01-07 15:50:00+00:00,2025-01-07 16:30:00+00:00,197.426,197.895,197.209,197.209,198.256,197.31799,93.8,-21.7,21.7,-1.0,SL,False,5,0.5
GBPJPY,2025-01-10,LONG,2025-01-10 13:35:00+00:00,2025-01-10 13:45:00+00:00,193.898,194.3695,193.703,193.703,194.772,193.82899,94.3,-19.5,19.5,-1.0,SL,False,5,0.5
GBPJPY,2025-01-13,LONG,2025-01-13 13:45:00+00:00,2025-01-13 14:15:00+00:00,190.898,191.878,190.671,190.671,192.75101,190.791,196.0,-22.7,22.7,-1.0,SL,False,5,0.5
GBPJPY,2025-01-14,LONG,2025-01-14 13:10:00+00:00,2025-01-14 13:25:00+00:00,191.937,192.513,191.651,191.651,192.908,191.756,115.2,-28.6,28.6,-1.0,SL,False,5,0.5
GBPJPY,2025-01-17,SHORT,2025-01-17 14:40:00+00:00,2025-01-17 15:00:00+00:00,190.157,189.7075,190.372,190.372,190.224,189.325,89.9,-21.5,21.5,-1.0,SL,False,5,0.5
GBPJPY,2025-01-28,LONG,2025-01-28 14:45:00+00:00,2025-01-28 15:20:00+00:00,192.859,193.44,192.715,193.44,193.97701,192.815,116.2,58.1,14.4,4.03,TP,True,5,0.5
GBPJPY,2025-01-30,LONG,2025-01-30 14:00:00+00:00,2025-01-30 15:10:00+00:00,192.026,192.676,191.795,191.795,193.289,191.989,130.0,-23.1,23.1,-1.0,SL,False,5,0.5
GBPJPY,2025-02-03,SHORT,2025-02-03 15:20:00+00:00,2025-02-03 15:25:00+00:00,191.542,191.01051,191.768,191.768,191.661,190.59801,106.3,-22.6,22.6,-1.0,SL,False,5,0.5
GBPJPY,2025-02-13,LONG,2025-02-13 15:10:00+00:00,2025-02-13 18:40:00+00:00,192.201,192.771,191.63,191.63,193.05299,191.91299,114.0,-57.1,57.1,-1.0,SL,False,5,0.5
GBPJPY,2025-02-14,SHORT,2025-02-14 13:25:00+00:00,2025-02-14 13:30:00+00:00,192.293,191.8615,192.536,191.8615,192.334,191.47099,86.3,43.2,24.3,1.78,TP,True,5,0.5
GBPJPY,2025-02-18,LONG,2025-02-18 14:05:00+00:00,2025-02-18 20:00:00+00:00,191.25,191.676,190.964,191.412,191.94501,191.093,85.2,16.2,28.6,0.57,TIMEOUT,True,5,0.5
GBPJPY,2025-02-20,LONG,2025-02-20 15:00:00+00:00,2025-02-20 19:45:00+00:00,188.935,189.7,188.626,189.7,190.31799,188.78799,153.0,76.5,30.9,2.48,TP,True,5,0.5
GBPJPY,2025-02-24,LONG,2025-02-24 15:05:00+00:00,2025-02-24 16:25:00+00:00,188.591,189.149,188.217,189.149,189.58,188.464,111.6,55.8,37.4,1.49,TP,True,5,0.5
GBPJPY,2025-02-25,SHORT,2025-02-25 13:35:00+00:00,2025-02-25 15:00:00+00:00,189.502,188.753,189.771,188.753,189.661,188.16299,149.8,74.9,26.9,2.78,TP,True,5,0.5
GBPJPY,2025-02-26,SHORT,2025-02-26 13:40:00+00:00,2025-02-26 14:00:00+00:00,189.203,188.76999,189.365,189.365,189.25101,188.38499,86.6,-16.2,16.2,-1.0,SL,False,5,0.5
GBPJPY,2025-02-28,SHORT,2025-02-28 13:55:00+00:00,2025-02-28 14:10:00+00:00,189.82,188.717,189.996,189.996,189.879,187.673,220.6,-17.6,17.6,-1.0,SL,False,5,0.5
GBPJPY,2025-03-04,LONG,2025-03-04 14:00:00+00:00,2025-03-04 15:00:00+00:00,188.816,189.4825,188.453,188.453,190.118,188.785,133.3,-36.3,36.3,-1.0,SL,False,5,0.5
GBPJPY,2025-03-05,LONG,2025-03-05 13:40:00+00:00,2025-03-05 13:45:00+00:00,191.206,191.7815,191.015,191.015,192.321,191.17,115.1,-19.1,19.1,-1.0,SL,False,5,0.5
GBPJPY,2025-03-06,LONG,2025-03-06 15:35:00+00:00,2025-03-06 16:50:00+00:00,191.15,191.9495,190.759,190.759,192.549,190.95,159.9,-39.1,39.1,-1.0,SL,False,5,0.5
GBPJPY,2025-03-11,SHORT,2025-03-11 14:35:00+00:00,2025-03-11 14:50:00+00:00,190.356,189.4955,190.699,190.699,190.507,188.786,172.1,-34.3,34.3,-1.0,SL,False,5,0.5
GBPJPY,2025-03-12,SHORT,2025-03-12 14:00:00+00:00,2025-03-12 15:35:00+00:00,192.098,191.635,192.396,192.396,192.17,191.244,92.6,-29.8,29.8,-1.0,SL,False,5,0.5
GBPJPY,2025-03-13,LONG,2025-03-13 15:40:00+00:00,2025-03-13 17:10:00+00:00,191.338,191.929,190.947,190.947,192.34,191.158,118.2,-39.1,39.1,-1.0,SL,False,5,0.5
GBPJPY,2025-03-17,SHORT,2025-03-17 15:30:00+00:00,2025-03-17 16:10:00+00:00,192.79,192.3525,192.988,192.988,192.85001,191.97501,87.5,-19.8,19.8,-1.0,SL,False,5,0.5
GBPJPY,2025-03-20,LONG,2025-03-20 13:40:00+00:00,2025-03-20 14:00:00+00:00,192.603,192.934,192.32,192.934,193.158,192.496,66.2,33.1,28.3,1.17,TP,True,5,0.5
GBPJPY,2025-03-21,LONG,2025-03-21 14:20:00+00:00,2025-03-21 14:40:00+00:00,192.689,193.1525,192.493,192.493,193.584,192.657,92.7,-19.6,19.6,-1.0,SL,False,5,0.5
GBPJPY,2025-03-28,LONG,2025-03-28 15:25:00+00:00,2025-03-28 15:50:00+00:00,194.693,195.232,194.45,194.45,195.714,194.636,107.8,-24.3,24.3,-1.0,SL,False,5,0.5
GBPJPY,2025-04-02,LONG,2025-04-02 13:10:00+00:00,2025-04-02 13:40:00+00:00,193.121,193.4595,192.944,193.4595,193.758,193.08099,67.7,33.9,17.7,1.91,TP,True,5,0.5
GBPJPY,2025-04-07,SHORT,2025-04-07 14:20:00+00:00,2025-04-07 20:00:00+00:00,188.325,187.4685,189.34,188.238,188.82899,187.116,171.3,8.7,101.5,0.09,TIMEOUT,True,5,0.5
GBPJPY,2025-04-08,LONG,2025-04-08 13:05:00+00:00,2025-04-08 13:55:00+00:00,187.684,188.4015,187.335,188.4015,188.944,187.509,143.5,71.7,34.9,2.06,TP,True,5,0.5
GBPJPY,2025-04-11,SHORT,2025-04-11 15:00:00+00:00,2025-04-11 16:15:00+00:00,187.206,186.4675,187.672,187.672,187.48801,186.011,147.7,-46.6,46.6,-1.0,SL,False,5,0.5
GBPJPY,2025-04-14,SHORT,2025-04-14 15:25:00+00:00,2025-04-14 20:00:00+00:00,188.482,187.4425,188.846,188.692,188.64999,186.571,207.9,-21.0,36.4,-0.58,TIMEOUT,False,5,0.5
GBPJPY,2025-04-21,SHORT,2025-04-21 13:35:00+00:00,2025-04-21 17:00:00+00:00,188.704,188.33,188.852,188.33,188.737,187.989,74.8,37.4,14.8,2.53,TP,True,5,0.5
GBPJPY,2025-04-23,SHORT,2025-04-23 13:50:00+00:00,2025-04-23 14:00:00+00:00,189.382,188.7275,189.631,189.631,189.50999,188.201,130.9,-24.9,24.9,-1.0,SL,False,5,0.5
GBPJPY,2025-04-29,LONG,2025-04-29 13:50:00+00:00,2025-04-29 14:00:00+00:00,190.867,191.09851,190.593,190.593,191.26401,190.80099,46.3,-27.4,27.4,-1.0,SL,False,5,0.5
GBPJPY,2025-04-30,LONG,2025-04-30 14:25:00+00:00,2025-04-30 14:35:00+00:00,190.682,190.986,190.519,190.519,191.22701,190.619,60.8,-16.3,16.3,-1.0,SL,False,5,0.5
GBPJPY,2025-05-07,SHORT,2025-05-07 14:20:00+00:00,2025-05-07 14:45:00+00:00,191.47,191.07249,191.655,191.655,191.50301,190.70799,79.5,-18.5,18.5,-1.0,SL,False,5,0.5
GBPJPY,2025-05-15,LONG,2025-05-15 14:10:00+00:00,2025-05-15 20:00:00+00:00,193.674,194.21801,193.376,193.746,194.60001,193.51199,108.8,7.2,29.8,0.24,TIMEOUT,True,5,0.5
GBPJPY,2025-05-16,SHORT,2025-05-16 14:25:00+00:00,2025-05-16 19:50:00+00:00,193.602,193.268,193.796,193.796,193.696,193.028,66.8,-19.4,19.4,-1.0,SL,False,5,0.5
GBPJPY,2025-06-02,LONG,2025-06-02 13:30:00+00:00,2025-06-02 13:45:00+00:00,193.481,193.713,193.278,193.278,193.897,193.433,46.4,-20.3,20.3,-1.0,SL,False,5,0.5
GBPJPY,2025-06-04,LONG,2025-06-04 13:30:00+00:00,2025-06-04 14:00:00+00:00,194.617,194.901,194.406,194.406,195.089,194.521,56.8,-21.1,21.1,-1.0,SL,False,5,0.5
GBPJPY,2025-06-05,SHORT,2025-06-05 13:30:00+00:00,2025-06-05 14:35:00+00:00,194.479,193.87951,194.868,194.868,194.521,193.32201,119.9,-38.9,38.9,-1.0,SL,False,5,0.5
GBPJPY,2025-06-13,SHORT,2025-06-13 13:40:00+00:00,2025-06-13 14:10:00+00:00,195.117,194.417,195.303,195.303,195.153,193.75301,140.0,-18.6,18.6,-1.0,SL,False,5,0.5
GBPJPY,2025-06-17,LONG,2025-06-17 15:40:00+00:00,2025-06-17 16:05:00+00:00,195.987,196.431,195.838,195.838,196.84399,195.95599,88.8,-14.9,14.9,-1.0,SL,False,5,0.5
GBPJPY,2025-06-18,LONG,2025-06-18 14:00:00+00:00,2025-06-18 18:00:00+00:00,194.893,195.181,194.533,194.533,195.345,194.769,57.6,-36.0,36.0,-1.0,SL,False,5,0.5
GBPJPY,2025-06-20,SHORT,2025-06-20 14:40:00+00:00,2025-06-20 14:50:00+00:00,196.276,195.95,196.451,196.451,196.32899,195.677,65.2,-17.5,17.5,-1.0,SL,False,5,0.5
GBPJPY,2025-07-16,LONG,2025-07-16 13:20:00+00:00,2025-07-16 13:40:00+00:00,199.175,199.4755,199.022,199.022,199.735,199.134,60.1,-15.3,15.3,-1.0,SL,False,5,0.5
GBPJPY,2025-08-04,LONG,2025-08-04 13:10:00+00:00,2025-08-04 15:40:00+00:00,195.68,196.12901,195.513,195.513,196.52901,195.631,89.8,-16.7,16.7,-1.0,SL,False,5,0.5
GBPJPY,2025-08-05,SHORT,2025-08-05 14:05:00+00:00,2025-08-05 15:05:00+00:00,195.919,195.4395,196.161,196.161,195.98599,195.02699,95.9,-24.2,24.2,-1.0,SL,False,5,0.5
GBPJPY,2025-08-12,SHORT,2025-08-12 13:40:00+00:00,2025-08-12 20:00:00+00:00,199.775,199.279,200.095,199.376,199.978,198.98599,99.2,39.9,32.0,1.25,TIMEOUT,True,5,0.5
GBPJPY,2025-08-18,SHORT,2025-08-18 14:20:00+00:00,2025-08-18 16:40:00+00:00,199.955,199.6405,200.108,199.6405,200.0,199.371,62.9,31.4,15.3,2.06,TP,True,5,0.5
GBPJPY,2025-08-22,SHORT,2025-08-22 13:10:00+00:00,2025-08-22 14:00:00+00:00,199.335,199.05949,199.54,199.05949,199.395,198.84399,55.1,27.6,20.5,1.34,TP,True,5,0.5
GBPJPY,2025-08-26,SHORT,2025-08-26 14:30:00+00:00,2025-08-26 15:40:00+00:00,198.914,198.55501,199.09,198.55501,198.98399,198.26601,71.8,35.9,17.6,2.04,TP,True,5,0.5
GBPJPY,2025-08-27,SHORT,2025-08-27 14:20:00+00:00,2025-08-27 20:00:00+00:00,198.988,198.796,199.149,199.046,199.024,198.64,38.4,-5.8,16.1,-0.36,TIMEOUT,False,5,0.5
GBPJPY,2025-09-02,LONG,2025-09-02 13:45:00+00:00,2025-09-02 14:15:00+00:00,198.837,199.5695,198.598,198.598,200.265,198.8,146.5,-23.9,23.9,-1.0,SL,False,5,0.5
GBPJPY,2025-09-03,SHORT,2025-09-03 14:00:00+00:00,2025-09-03 20:00:00+00:00,199.18,198.798,199.49,199.1,199.24001,198.476,76.4,8.0,31.0,0.26,TIMEOUT,True,5,0.5
GBPJPY,2025-09-04,SHORT,2025-09-04 13:50:00+00:00,2025-09-04 14:00:00+00:00,199.449,199.087,199.604,199.604,199.489,198.765,72.4,-15.5,15.5,-1.0,SL,False,5,0.5
GBPJPY,2025-09-10,SHORT,2025-09-10 14:10:00+00:00,2025-09-10 14:45:00+00:00,199.633,199.417,199.792,199.792,199.67,199.23801,43.2,-15.9,15.9,-1.0,SL,False,5,0.5
GBPJPY,2025-09-12,SHORT,2025-09-12 14:35:00+00:00,2025-09-12 15:15:00+00:00,200.187,199.89099,200.353,200.353,200.242,199.64999,59.2,-16.6,16.6,-1.0,SL,False,5,0.5
GBPJPY,2025-09-16,SHORT,2025-09-16 13:00:00+00:00,2025-09-16 14:25:00+00:00,200.595,200.304,200.752,200.304,200.64799,200.06599,58.2,29.1,15.7,1.85,TP,True,5,0.5
GBPJPY,2025-09-23,SHORT,2025-09-23 13:25:00+00:00,2025-09-23 17:50:00+00:00,199.775,199.45901,199.92,199.45901,199.81599,199.18401,63.2,31.6,14.5,2.18,TP,True,5,0.5
GBPJPY,2025-09-25,LONG,2025-09-25 14:00:00+00:00,2025-09-25 14:55:00+00:00,199.908,200.1455,199.724,199.724,200.345,199.87,47.5,-18.4,18.4,-1.0,SL,False,5,0.5
GBPJPY,2025-09-29,LONG,2025-09-29 15:15:00+00:00,2025-09-29 20:00:00+00:00,199.582,199.9795,199.401,199.704,200.328,199.533,79.5,12.2,18.1,0.67,TIMEOUT,True,5,0.5
GBPJPY,2025-09-30,LONG,2025-09-30 13:55:00+00:00,2025-09-30 14:05:00+00:00,198.836,199.327,198.634,198.634,199.76801,198.786,98.2,-20.2,20.2,-1.0,SL,False,5,0.5
GBPJPY,2025-10-08,SHORT,2025-10-08 14:35:00+00:00,2025-10-08 16:15:00+00:00,204.805,204.335,204.946,204.335,204.84,203.89999,94.0,47.0,14.1,3.33,TP,True,5,0.5
GBPJPY,2025-10-09,LONG,2025-10-09 13:05:00+00:00,2025-10-09 13:10:00+00:00,204.384,204.7725,203.741,203.741,204.88,204.103,77.7,-64.3,64.3,-1.0,SL,False,5,0.5
