sym,sessions,zone_tol_atr,sl_buf_atr,tp_mode,min_rr,body_filter,full_n,full_wr,full_pf,full_net_pips,full_max_dd_pips,full_avg_rr,full_sharpe,full_n_tp,full_n_sl,full_n_to,IS_n,IS_wr,IS_pf,IS_net_pips,IS_max_dd_pips,IS_avg_rr,IS_sharpe,IS_n_tp,IS_n_sl,IS_n_to,OOS_n,OOS_wr,OOS_pf,OOS_net_pips,OOS_max_dd_pips,OOS_avg_rr,OOS_sharpe,OOS_n_tp,OOS_n_sl,OOS_n_to
USDJPY,[8],0.15,0.05,half,1.2,False,1090,0.345,0.7989,-2247.5095,2504.4428,2.0,-1.4804,273,645,172,636,0.3286,0.6656,-1837.0681,1940.9146,2.0,-2.7976,142,372,122,454,0.3678,0.9278,-410.4414,608.4659,2.0,-0.5086,131,273,50
USDJPY,[8],0.15,0.05,half,1.5,True,988,0.3502,0.8167,-1885.9237,2219.3219,2.0,-1.3348,251,586,151,575,0.3391,0.6972,-1503.0564,1689.1843,2.0,-2.4725,131,335,109,413,0.3656,0.9281,-382.8673,564.1347,2.0,-0.5076,120,251,42
USDJPY,[8],0.15,0.05,half,1.5,False,1090,0.345,0.7989,-2247.5095,2504.4428,2.0,-1.4804,273,645,172,636,0.3286,0.6656,-1837.0681,1940.9146,2.0,-2.7976,142,372,122,454,0.3678,0.9278,-410.4414,608.4659,2.0,-0.5086,131,273,50
USDJPY,[8],0.15,0.1,rh_rl,0.8,True,910,0.3615,0.8016,-2205.8874,2525.8137,3.6482,-1.3678,99,489,322,531,0.3597,0.7024,-1581.3582,1660.8019,3.6622,-2.3135,55,279,197,379,0.3641,0.8925,-624.5292,876.7119,3.6286,-0.7209,44,210,125
USDJPY,[8],0.15,0.1,rh_rl,0.8,False,1009,0.3588,0.7965,-2467.4648,2890.414,3.6867,-1.3995,111,538,360,589,0.3514,0.6762,-1896.392,1944.6088,3.6249,-2.534,60,306,223,420,0.369,0.9089,-571.0727,963.3782,3.7733,-0.6037,51,232,137
USDJPY,[8],0.15,0.1,rh_rl,1.2,True,840,0.3607,0.832,-1713.7831,2347.5657,3.869,-1.1301,75,451,314,497,0.3561,0.7075,-1464.2197,1539.5021,3.843,-2.2549,42,262,193,343,0.3673,0.952,-249.5634,808.1636,3.9068,-0.31,33,189,121
USDJPY,[8],0.15,0.1,rh_rl,1.2,False,928,0.3567,0.8198,-2017.9131,2671.7629,3.9216,-1.2163,83,496,349,546,0.348,0.683,-1738.8506,1806.2813,3.8297,-2.4596,45,286,215,382,0.3691,0.9511,-279.0626,894.8299,4.0529,-0.3154,38,210,134
USDJPY,[8],0.15,0.1,rh_rl,1.5,True,781,0.3611,0.8427,-1507.2063,2120.655,4.0601,-1.0496,61,424,296,461,0.3601,0.7202,-1304.3236,1356.806,4.0376,-2.1424,34,245,182,320,0.3625,0.9588,-202.8827,765.649,4.0924,-0.2646,27,179,114
USDJPY,[8],0.15,0.1,rh_rl,1.5,False,862,0.3561,0.835,-1728.1912,2432.5091,4.119,-1.1016,67,464,331,502,0.3466,0.6903,-1575.0808,1595.1726,4.0467,-2.3902,34,265,203,360,0.3694,0.9716,-153.1104,843.8458,4.2199,-0.181,33,199,128
USDJPY,[8],0.15,0.1,mid,0.8,True,677,0.3988,0.7927,-1642.3191,1801.3151,2.0243,-1.5527,169,351,157,395,0.4051,0.7203,-1062.3406,1213.2544,2.0324,-2.2347,92,199,104,282,0.3901,0.8594,-579.9786,670.6594,2.0129,-1.0495,77,152,53
USDJPY,[8],0.15,0.1,mid,0.8,False,749,0.3952,0.7727,-1984.2502,2120.9725,2.0518,-1.7309,179,387,183,429,0.3893,0.6857,-1315.5812,1454.3691,2.0335,-2.5602,94,218,117,320,0.4031,0.8529,-668.669,746.6165,2.0763,-1.1066,85,169,66
USDJPY,[8],0.15,0.1,mid,1.2,True,523,0.3824,0.8032,-1241.8291,1490.7333,2.3263,-1.4615,110,280,133,307,0.3941,0.7748,-677.2294,815.1295,2.3284,-1.749,63,160,84,216,0.3657,0.829,-564.5997,762.3224,2.3233,-1.284,47,120,49
USDJPY,[8],0.15,0.1,mid,1.2,False,582,0.3849,0.7994,-1383.2653,1621.9419,2.3533,-1.496,118,306,158,338,0.3876,0.7651,-769.892,943.8017,2.311,-1.8187,66,173,99,244,0.3811,0.8305,-613.3733,766.6588,2.412,-1.2796,52,133,59
USDJPY,[8],0.15,0.1,mid,1.5,True,419,0.389,0.8237,-890.5825,1106.3474,2.569,-1.2742,77,223,119,239,0.4059,0.8171,-419.0059,589.2435,2.6069,-1.358,41,123,75,180,0.3667,0.8292,-471.5766,603.8226,2.5187,-1.2664,36,100,44
USDJPY,[8],0.15,0.1,mid,1.5,False,465,0.3957,0.8062,-1076.591,1281.3518,2.6061,-1.4304,84,243,138,260,0.4115,0.8372,-401.5219,654.5713,2.5996,-1.1891,45,131,84,205,0.3756,0.7814,-675.0691,748.7609,2.6143,-1.6869,39,112,54
USDJPY,[8],0.15,0.1,half,0.8,True,988,0.3674,0.8113,-2255.4043,2366.6355,2.0,-1.3668,192,523,273,575,0.3617,0.7321,-1518.3031,1638.3446,2.0,-2.09,110,297,168,413,0.3753,0.8827,-737.1012,764.7086,2.0,-0.8454,82,226,105
USDJPY,[8],0.15,0.1,half,0.8,False,1090,0.3651,0.8001,-2604.5826,2793.5391,2.0,-1.4516,211,575,304,636,0.3553,0.7057,-1838.7494,1976.365,2.0,-2.3315,118,326,192,454,0.3789,0.887,-765.8332,899.2186,2.0,-0.8083,93,249,112
USDJPY,[8],0.15,0.1,half,1.2,True,988,0.3674,0.8113,-2255.4043,2366.6355,2.0,-1.3668,192,523,273,575,0.3617,0.7321,-1518.3031,1638.3446,2.0,-2.09,110,297,168,413,0.3753,0.8827,-737.1012,764.7086,2.0,-0.8454,82,226,105
USDJPY,[8],0.15,0.1,half,1.2,False,1090,0.3651,0.8001,-2604.5826,2793.5391,2.0,-1.4516,211,575,304,636,0.3553,0.7057,-1838.7494,1976.365,2.0,-2.3315,118,326,192,454,0.3789,0.887,-765.8332,899.2186,2.0,-0.8083,93,249,112
USDJPY,[8],0.15,0.1,half,1.5,True,988,0.3674,0.8113,-2255.4043,2366.6355,2.0,-1.3668,192,523,273,575,0.3617,0.7321,-1518.3031,1638.3446,2.0,-2.09,110,297,168,413,0.3753,0.8827,-737.1012,764.7086,2.0,-0.8454,82,226,105
USDJPY,[8],0.15,0.1,half,1.5,False,1090,0.3651,0.8001,-2604.5826,2793.5391,2.0,-1.4516,211,575,304,636,0.3553,0.7057,-1838.7494,1976.365,2.0,-2.3315,118,326,192,454,0.3789,0.887,-765.8332,899.2186,2.0,-0.8083,93,249,112
USDJPY,[8],0.15,0.15,rh_rl,0.8,True,876,0.3938,0.8301,-1952.2677,2438.2017,3.0235,-1.1598,97,400,379,518,0.39,0.7365,-1472.3556,1587.0477,3.0199,-1.9777,56,232,230,358,0.3994,0.9187,-479.9121,917.2724,3.0288,-0.5449,41,168,149
USDJPY,[8],0.15,0.15,rh_rl,0.8,False,968,0.3864,0.8116,-2381.9444,2799.9345,3.0542,-1.2964,106,447,415,572,0.3776,0.7127,-1757.6327,1888.7749,2.9969,-2.1718,60,256,256,396,0.399,0.9043,-624.3118,1023.978,3.137,-0.6479,46,191,159
USDJPY,[8],0.15,0.15,rh_rl,1.2,True,788,0.3959,0.8678,-1366.5661,1998.4759,3.2497,-0.88,71,363,354,465,0.3935,0.7618,-1197.3983,1261.516,3.2489,-1.7559,40,210,215,323,0.3994,0.9681,-169.1677,792.3198,3.2508,-0.2073,31,153,139
USDJPY,[8],0.15,0.15,rh_rl,1.2,False,870,0.3885,0.8498,-1707.3274,2312.9789,3.2853,-1.0073,79,402,389,509,0.3792,0.7389,-1425.8119,1509.3958,3.2429,-1.9341,42,228,239,361,0.4017,0.9523,-281.5155,896.5431,3.3452,-0.3134,37,174,150
USDJPY,[8],0.15,0.15,rh_rl,1.5,True,711,0.391,0.8601,-1328.8898,2037.0707,3.4555,-0.93,50,330,331,420,0.3929,0.772,-1037.9999,1132.5412,3.4519,-1.6629,29,189,202,291,0.3883,0.9411,-290.89,953.0896,3.4608,-0.3864,21,141,129
USDJPY,[8],0.15,0.15,rh_rl,1.5,False,786,0.383,0.8431,-1641.7567,2282.0027,3.4929,-1.0509,56,367,363,459,0.3769,0.7494,-1245.9865,1356.5923,3.4497,-1.8399,31,206,222,327,0.3914,0.928,-395.7702,1011.5704,3.5536,-0.4766,25,161,141
USDJPY,[8],0.15,0.15,mid,0.8,True,609,0.4253,0.7866,-1697.0279,1922.4668,1.7278,-1.6097,153,276,180,357,0.4286,0.7173,-1078.0977,1225.0408,1.7393,-2.2492,83,157,117,252,0.4206,0.8504,-618.9302,809.9226,1.7115,-1.1327,70,119,63
USDJPY,[8],0.15,0.15,mid,0.8,False,677,0.4195,0.7584,-2128.5773,2264.9791,1.7422,-1.8581,161,309,207,392,0.4107,0.6924,-1284.3477,1419.3053,1.7286,-2.4755,86,173,133,285,0.4316,0.8179,-844.2295,959.883,1.7608,-1.4116,75,136,74
USDJPY,[8],0.15,0.15,mid,1.2,True,426,0.4178,0.8035,-1119.6718,1365.835,2.0424,-1.4548,85,200,141,244,0.4262,0.7476,-669.8125,849.1995,2.0792,-1.9603,43,113,88,182,0.4066,0.8522,-449.8592,638.1355,1.9931,-1.102,42,87,53
USDJPY,[8],0.15,0.15,mid,1.2,False,476,0.4244,0.7909,-1317.9689,1505.2022,2.059,-1.5647,93,221,162,267,0.427,0.7645,-672.2224,901.5594,2.0682,-1.7967,47,121,99,209,0.4211,0.8128,-645.7465,726.9428,2.0472,-1.4344,46,100,63
USDJPY,[8],0.15,0.15,mid,1.5,True,324,0.4105,0.7429,-1152.274,1281.3743,2.2603,-1.952,52,152,120,190,0.4421,0.7573,-510.9133,685.4741,2.2854,-1.8674,30,86,74,134,0.3657,0.7301,-641.3607,715.7001,2.2248,-2.1185,22,66,46
USDJPY,[8],0.15,0.15,mid,1.5,False,357,0.4146,0.7411,-1257.7411,1409.0913,2.2976,-1.9813,56,166,135,205,0.439,0.8107,-415.4751,705.2206,2.2846,-1.3982,33,90,82,152,0.3816,0.6838,-842.266,858.0746,2.315,-2.5871,23,76,53
USDJPY,[8],0.15,0.15,half,0.8,True,988,0.3917,0.836,-2129.5839,2361.9351,2.0,-1.1469,147,448,393,575,0.3843,0.7571,-1491.243,1631.1314,2.0,-1.8215,86,256,233,413,0.4019,0.9068,-638.3409,858.6136,2.0,-0.6511,61,192,160
USDJPY,[8],0.15,0.15,half,0.8,False,1090,0.3881,0.8282,-2444.2248,2790.2622,2.0,-1.2008,164,495,431,636,0.3774,0.7418,-1733.2187,1928.4424,2.0,-1.9509,94,278,264,454,0.4031,0.9054,-711.0061,1042.62,2.0,-0.6591,70,217,167
USDJPY,[8],0.15,0.15,half,1.2,True,988,0.3917,0.836,-2129.5839,2361.9351,2.0,-1.1469,147,448,393,575,0.3843,0.7571,-1491.243,1631.1314,2.0,-1.8215,86,256,233,413,0.4019,0.9068,-638.3409,858.6136,2.0,-0.6511,61,192,160
USDJPY,[8],0.15,0.15,half,1.2,False,1090,0.3881,0.8282,-2444.2248,2790.2622,2.0,-1.2008,164,495,431,636,0.3774,0.7418,-1733.2187,1928.4424,2.0,-1.9509,94,278,264,454,0.4031,0.9054,-711.0061,1042.62,2.0,-0.6591,70,217,167
USDJPY,[8],0.15,0.15,half,1.5,True,988,0.3917,0.836,-2129.5839,2361.9351,2.0,-1.1469,147,448,393,575,0.3843,0.7571,-1491.243,1631.1314,2.0,-1.8215,86,256,233,413,0.4019,0.9068,-638.3409,858.6136,2.0,-0.6511,61,192,160
USDJPY,[8],0.15,0.15,half,1.5,False,1090,0.3881,0.8282,-2444.2248,2790.2622,2.0,-1.2008,164,495,431,636,0.3774,0.7418,-1733.2187,1928.4424,2.0,-1.9509,94,278,264,454,0.4031,0.9054,-711.0061,1042.62,2.0,-0.6591,70,217,167
USDJPY,[13],0.0,0.05,rh_rl,0.8,True,286,0.3986,0.791,-665.0938,764.9015,3.7287,-1.4055,35,138,113,160,0.425,0.9696,-40.9824,289.8534,3.6242,-0.1767,21,70,69,126,0.3651,0.6593,-624.1114,635.3426,3.8615,-2.6406,14,68,44
USDJPY,[13],0.0,0.05,rh_rl,0.8,False,316,0.3987,0.8135,-632.5984,717.5443,3.7869,-1.2252,38,148,130,179,0.4134,0.9125,-128.859,345.6115,3.6404,-0.5196,22,78,79,137,0.3796,0.7375,-503.7394,560.5706,3.9782,-1.9243,16,70,51
USDJPY,[13],0.0,0.05,rh_rl,1.2,True,260,0.3885,0.7753,-665.1249,855.2621,3.9987,-1.5176,24,128,108,145,0.4276,1.0455,54.7453,252.5939,3.8925,0.2537,16,63,66,115,0.3391,0.5899,-719.8703,706.2641,4.1326,-3.3183,8,65,42
USDJPY,[13],0.0,0.05,rh_rl,1.2,False,289,0.3875,0.7982,-639.8294,764.3754,4.044,-1.3313,26,138,125,163,0.411,0.9696,-40.3312,278.2324,3.8956,-0.1743,16,71,76,126,0.3571,0.6746,-599.4982,590.0982,4.2359,-2.4693,10,67,49
USDJPY,[13],0.0,0.05,rh_rl,1.5,True,233,0.3777,0.7388,-692.7808,858.4081,4.3041,-1.8647,17,117,99,131,0.4198,1.0264,29.1232,218.6877,4.1611,0.1489,11,58,62,102,0.3235,0.5336,-721.904,708.2978,4.4877,-4.1922,6,59,37
USDJPY,[13],0.0,0.05,rh_rl,1.5,False,258,0.3798,0.7636,-667.4451,810.591,4.3656,-1.636,18,125,115,147,0.4082,0.9692,-36.9132,260.8025,4.17,-0.1765,11,64,72,111,0.3423,0.612,-630.532,616.9257,4.6245,-3.2333,7,61,43
USDJPY,[13],0.0,0.05,mid,0.8,True,198,0.404,0.6547,-770.587,913.033,2.1583,-2.7631,37,100,61,107,0.4486,0.9138,-74.8618,234.788,2.116,-0.5695,25,48,34,91,0.3516,0.4897,-695.7253,710.1691,2.2081,-4.8752,12,52,27
USDJPY,[13],0.0,0.05,mid,0.8,False,217,0.4055,0.6706,-778.6873,933.3332,2.2021,-2.5868,38,107,72,119,0.437,0.8714,-121.1341,279.4413,2.126,-0.8609,25,53,41,98,0.3673,0.5377,-657.5532,672.897,2.2945,-4.233,13,54,31
USDJPY,[13],0.0,0.05,mid,1.2,True,159,0.3836,0.612,-719.5034,854.3403,2.4397,-3.2404,23,86,50,84,0.4167,0.8456,-111.6015,224.4599,2.4237,-1.0636,17,41,26,75,0.3467,0.4627,-607.9019,622.3456,2.4576,-5.3268,6,45,24
USDJPY,[13],0.0,0.05,mid,1.2,False,176,0.3864,0.6373,-709.1454,843.1323,2.4796,-2.9382,23,92,61,96,0.4062,0.8017,-157.8738,275.9608,2.3976,-1.3829,17,46,33,80,0.3625,0.5243,-551.2715,557.2672,2.578,-4.444,6,46,28
USDJPY,[13],0.0,0.05,mid,1.5,True,128,0.3516,0.5999,-629.0317,735.8187,2.7135,-3.3488,12,73,43,70,0.3857,0.8029,-125.7005,243.4292,2.6453,-1.376,11,36,23,58,0.3103,0.4613,-503.3313,489.7251,2.7958,-5.35,1,37,20
USDJPY,[13],0.0,0.05,mid,1.5,False,144,0.3681,0.6446,-588.1037,706.1907,2.7379,-2.8396,13,79,52,80,0.3875,0.7888,-144.4656,262.5526,2.6102,-1.4597,11,40,29,64,0.3438,0.5431,-443.6381,433.7337,2.8975,-4.2056,2,39,23
USDJPY,[13],0.0,0.05,half,0.8,True,309,0.4078,0.8524,-507.9824,628.2951,2.0,-0.9897,59,143,107,174,0.431,0.9817,-26.6792,315.6787,2.0,-0.1124,35,72,67,135,0.3778,0.7577,-481.3032,551.5495,2.0,-1.8019,24,71,40
USDJPY,[13],0.0,0.05,half,0.8,False,340,0.4059,0.8745,-460.0624,560.9198,2.0,-0.8279,66,154,120,194,0.4175,0.9216,-124.9195,385.6152,2.0,-0.4917,36,81,77,146,0.3904,0.8383,-335.1429,459.289,2.0,-1.1541,30,73,43
USDJPY,[13],0.0,0.05,half,1.2,True,309,0.4078,0.8524,-507.9824,628.2951,2.0,-0.9897,59,143,107,174,0.431,0.9817,-26.6792,315.6787,2.0,-0.1124,35,72,67,135,0.3778,0.7577,-481.3032,551.5495,2.0,-1.8019,24,71,40
USDJPY,[13],0.0,0.05,half,1.2,False,340,0.4059,0.8745,-460.0624,560.9198,2.0,-0.8279,66,154,120,194,0.4175,0.9216,-124.9195,385.6152,2.0,-0.4917,36,81,77,146,0.3904,0.8383,-335.1429,459.289,2.0,-1.1541,30,73,43
USDJPY,[13],0.0,0.05,half,1.5,True,309,0.4078,0.8524,-507.9824,628.2951,2.0,-0.9897,59,143,107,174,0.431,0.9817,-26.6792,315.6787,2.0,-0.1124,35,72,67,135,0.3778,0.7577,-481.3032,551.5495,2.0,-1.8019,24,71,40
USDJPY,[13],0.0,0.05,half,1.5,False,340,0.4059,0.8745,-460.0624,560.9198,2.0,-0.8279,66,154,120,194,0.4175,0.9216,-124.9195,385.6152,2.0,-0.4917,36,81,77,146,0.3904,0.8383,-335.1429,459.289,2.0,-1.1541,30,73,43
USDJPY,[13],0.0,0.1,rh_rl,0.8,True,275,0.4255,0.7763,-742.4973,801.5892,3.0295,-1.5258,33,110,132,153,0.4444,0.9381,-86.7592,275.1235,2.9797,-0.3705,19,58,76,122,0.4016,0.658,-655.7381,688.0943,3.0921,-2.6557,14,52,56
USDJPY,[13],0.0,0.1,rh_rl,0.8,False,305,0.4262,0.7963,-722.4015,792.7933,3.0622,-1.3591,36,119,150,172,0.436,0.8871,-172.5074,348.4584,2.9773,-0.6868,20,65,87,133,0.4135,0.7276,-549.8941,625.5502,3.1719,-2.0151,16,54,63
USDJPY,[13],0.0,0.1,rh_rl,1.2,True,239,0.4017,0.7214,-830.5099,929.2017,3.3347,-2.0233,20,100,119,135,0.4296,0.9556,-56.6055,285.9092,3.2452,-0.2635,12,53,70,104,0.3654,0.5462,-773.9044,761.4919,3.451,-4.0303,8,47,49
USDJPY,[13],0.0,0.1,rh_rl,1.2,False,266,0.4023,0.7469,-808.2386,918.2304,3.3642,-1.7863,22,108,136,151,0.4172,0.8989,-140.1783,363.8441,3.2539,-0.6105,12,59,80,115,0.3826,0.6302,-668.0603,676.4615,3.509,-3.0496,10,49,56
USDJPY,[13],0.0,0.1,rh_rl,1.5,True,212,0.3962,0.6733,-907.4188,1001.8204,3.5903,-2.46,12,95,105,115,0.4435,0.9417,-65.0144,228.7438,3.5776,-0.3494,7,48,60,97,0.3402,0.4934,-842.4044,829.9919,3.6053,-4.7092,5,47,45
USDJPY,[13],0.0,0.1,rh_rl,1.5,False,235,0.4,0.6971,-898.4193,993.1111,3.6325,-2.2155,13,102,120,129,0.4341,0.8903,-132.859,271.158,3.5796,-0.6667,7,53,69,106,0.3585,0.5637,-765.5603,753.1479,3.6969,-3.7844,6,49,51
USDJPY,[13],0.0,0.1,mid,0.8,True,184,0.4185,0.6001,-935.2437,1086.6177,1.7646,-3.2996,31,82,71,97,0.4742,0.8762,-108.0453,232.1286,1.7716,-0.8395,22,40,35,87,0.3563,0.4356,-827.1984,842.636,1.7568,-5.5509,9,42,36
USDJPY,[13],0.0,0.1,mid,0.8,False,202,0.4208,0.6209,-932.8277,1096.4016,1.7954,-3.057,32,88,82,109,0.4587,0.8236,-169.6899,300.6138,1.7656,-1.2208,22,45,42,93,0.3763,0.4908,-763.1378,779.4754,1.8303,-4.7532,10,43,40
USDJPY,[13],0.0,0.1,mid,1.2,True,125,0.392,0.588,-702.2043,803.0782,2.1276,-3.4763,12,61,52,70,0.4143,0.7204,-205.4148,302.5888,2.0719,-2.0859,11,33,26,55,0.3636,0.4877,-496.7894,484.177,2.1985,-4.911,1,28,26
USDJPY,[13],0.0,0.1,mid,1.2,False,142,0.4014,0.6202,-689.242,801.4159,2.1327,-3.0875,13,67,62,82,0.4024,0.6757,-267.0594,375.5334,2.02,-2.4539,11,38,33,60,0.4,0.5741,-422.1826,420.6172,2.2867,-3.7857,2,29,29
USDJPY,[13],0.0,0.1,mid,1.5,True,95,0.4316,0.7148,-344.0875,449.5875,2.3635,-2.2053,8,44,43,50,0.44,0.7941,-102.149,203.949,2.3468,-1.4248,7,22,21,45,0.4222,0.6595,-241.9385,284.3308,2.382,-2.895,1,22,22
USDJPY,[13],0.0,0.1,mid,1.5,False,109,0.4404,0.751,-325.7314,442.5314,2.3655,-1.8679,9,50,50,58,0.431,0.7593,-132.3793,245.4793,2.2935,-1.6868,7,26,25,51,0.451,0.745,-193.3521,252.3444,2.4473,-2.0451,2,24,25
USDJPY,[13],0.0,0.1,half,0.8,True,309,0.4142,0.7766,-845.3871,908.4471,2.0,-1.5456,39,121,149,174,0.431,0.8414,-252.6954,440.1306,2.0,-1.0374,20,63,91,135,0.3926,0.7293,-592.6917,698.4835,2.0,-2.0355,19,58,58
USDJPY,[13],0.0,0.1,half,0.8,False,340,0.4147,0.8097,-766.8902,841.2502,2.0,-1.282,44,131,165,194,0.4227,0.8006,-346.5712,532.4701,2.0,-1.3274,21,71,102,146,0.4041,0.8165,-420.3191,549.5137,2.0,-1.3109,23,60,63
USDJPY,[13],0.0,0.1,half,1.2,True,309,0.4142,0.7766,-845.3871,908.4471,2.0,-1.5456,39,121,149,174,0.431,0.8414,-252.6954,440.1306,2.0,-1.0374,20,63,91,135,0.3926,0.7293,-592.6917,698.4835,2.0,-2.0355,19,58,58
USDJPY,[13],0.0,0.1,half,1.2,False,340,0.4147,0.8097,-766.8902,841.2502,2.0,-1.282,44,131,165,194,0.4227,0.8006,-346.5712,532.4701,2.0,-1.3274,21,71,102,146,0.4041,0.8165,-420.3191,549.5137,2.0,-1.3109,23,60,63
USDJPY,[13],0.0,0.1,half,1.5,True,309,0.4142,0.7766,-845.3871,908.4471,2.0,-1.5456,39,121,149,174,0.431,0.8414,-252.6954,440.1306,2.0,-1.0374,20,63,91,135,0.3926,0.7293,-592.6917,698.4835,2.0,-2.0355,19,58,58
USDJPY,[13],0.0,0.1,half,1.5,False,340,0.4147,0.8097,-766.8902,841.2502,2.0,-1.282,44,131,165,194,0.4227,0.8006,-346.5712,532.4701,2.0,-1.3274,21,71,102,146,0.4041,0.8165,-420.3191,549.5137,2.0,-1.3109,23,60,63
USDJPY,[13],0.0,0.15,rh_rl,0.8,True,262,0.4122,0.6916,-1094.6833,1142.5833,2.605,-2.2261,26,91,145,145,0.4414,0.8939,-153.1992,342.063,2.5853,-0.6555,16,47,82,117,0.3761,0.5529,-941.4841,931.698,2.6293,-3.755,10,44,63
USDJPY,[13],0.0,0.15,rh_rl,0.8,False,291,0.4158,0.7153,-1075.0305,1134.2305,2.6266,-2.002,28,99,164,163,0.4294,0.8328,-265.3216,428.1154,2.58,-1.0581,16,54,93,128,0.3984,0.6301,-809.709,840.6781,2.686,-2.9157,12,45,71
USDJPY,[13],0.0,0.15,rh_rl,1.2,True,217,0.4101,0.6512,-1053.4848,1156.1623,2.937,-2.6558,15,80,122,119,0.4622,0.9371,-74.5159,291.2891,2.9293,-0.3792,9,40,70,98,0.3469,0.4668,-978.9689,963.8502,2.9464,-5.0391,6,40,52
USDJPY,[13],0.0,0.15,rh_rl,1.2,False,241,0.4149,0.6763,-1038.5265,1118.6643,2.9636,-2.3873,16,86,139,134,0.4478,0.8749,-162.3328,335.6095,2.9214,-0.7694,9,45,80,107,0.3738,0.5413,-876.1937,870.3751,3.0166,-4.0164,7,41,59
USDJPY,[13],0.0,0.15,rh_rl,1.5,True,202,0.4059,0.6452,-997.94,1116.6675,3.0558,-2.6868,11,75,116,110,0.4545,0.9559,-48.0059,238.7292,3.0602,-0.2603,7,36,67,92,0.3478,0.4495,-949.9341,934.8155,3.0506,-5.2383,4,39,49
USDJPY,[13],0.0,0.15,rh_rl,1.5,False,223,0.4126,0.6702,-971.5569,1076.4178,3.0945,-2.4148,11,80,132,124,0.4435,0.8909,-130.4228,286.3227,3.0495,-0.6578,7,41,76,99,0.3737,0.5194,-841.1341,835.3155,3.1508,-4.2266,4,39,56
USDJPY,[13],0.0,0.15,mid,0.8,True,162,0.4074,0.5477,-1038.6893,1145.8502,1.5535,-3.885,21,65,76,88,0.4659,0.7809,-193.9431,281.504,1.5467,-1.5501,18,32,38,74,0.3378,0.4014,-844.7462,845.3275,1.5616,-6.1809,3,33,38
USDJPY,[13],0.0,0.15,mid,0.8,False,180,0.4167,0.5769,-1016.9062,1135.3671,1.5695,-3.5132,22,70,88,100,0.45,0.726,-270.1601,369.021,1.5301,-1.9874,18,37,45,80,0.375,0.4731,-746.7462,758.3275,1.6187,-5.0296,4,33,43
USDJPY,[13],0.0,0.15,mid,1.2,True,106,0.4151,0.6067,-603.2118,719.9082,1.8625,-3.2273,9,42,55,57,0.4386,0.7511,-153.008,266.0044,1.8507,-1.7752,8,21,28,49,0.3878,0.51,-450.2038,438.5539,1.8762,-4.5706,1,21,27
USDJPY,[13],0.0,0.15,mid,1.2,False,121,0.4298,0.6512,-566.6687,694.6652,1.8626,-2.7388,10,47,64,66,0.4242,0.7126,-195.8035,320.1,1.8077,-2.0754,8,25,33,55,0.4364,0.607,-370.8652,375.8153,1.9284,-3.3689,2,22,31
USDJPY,[13],0.0,0.15,mid,1.5,True,63,0.4603,0.7364,-227.9347,368.0902,2.2224,-1.9981,4,25,34,36,0.4167,0.5692,-204.0227,305.8227,2.1577,-3.5669,4,16,16,27,0.5185,0.9388,-23.912,141.1675,2.3086,-0.4239,0,9,18
USDJPY,[13],0.0,0.15,mid,1.5,False,73,0.4795,0.8186,-166.8426,369.7366,2.2097,-1.298,5,28,40,40,0.4,0.559,-222.2692,324.0692,2.1213,-3.6499,4,18,18,33,0.5758,1.1333,55.4266,141.1675,2.317,0.8364,1,10,22
USDJPY,[13],0.0,0.15,half,0.8,True,309,0.4207,0.7367,-1067.2475,1115.6475,2.0,-1.8309,26,100,183,174,0.4425,0.8548,-241.0918,468.209,2.0,-0.9233,16,52,106,135,0.3926,0.6547,-826.1557,955.3834,2.0,-2.6783,10,48,77
USDJPY,[13],0.0,0.15,half,0.8,False,340,0.4235,0.7741,-971.5904,1031.2904,2.0,-1.5229,30,109,201,194,0.433,0.8071,-351.9055,575.6681,2.0,-1.2557,17,60,117,146,0.411,0.7497,-619.685,786.961,2.0,-1.8197,13,49,84
USDJPY,[13],0.0,0.15,half,1.2,True,309,0.4207,0.7367,-1067.2475,1115.6475,2.0,-1.8309,26,100,183,174,0.4425,0.8548,-241.0918,468.209,2.0,-0.9233,16,52,106,135,0.3926,0.6547,-826.1557,955.3834,2.0,-2.6783,10,48,77
USDJPY,[13],0.0,0.15,half,1.2,False,340,0.4235,0.7741,-971.5904,1031.2904,2.0,-1.5229,30,109,201,194,0.433,0.8071,-351.9055,575.6681,2.0,-1.2557,17,60,117,146,0.411,0.7497,-619.685,786.961,2.0,-1.8197,13,49,84
USDJPY,[13],0.0,0.15,half,1.5,True,309,0.4207,0.7367,-1067.2475,1115.6475,2.0,-1.8309,26,100,183,174,0.4425,0.8548,-241.0918,468.209,2.0,-0.9233,16,52,106,135,0.3926,0.6547,-826.1557,955.3834,2.0,-2.6783,10,48,77
USDJPY,[13],0.0,0.15,half,1.5,False,340,0.4235,0.7741,-971.5904,1031.2904,2.0,-1.5229,30,109,201,194,0.433,0.8071,-351.9055,575.6681,2.0,-1.2557,17,60,117,146,0.411,0.7497,-619.685,786.961,2.0,-1.8197,13,49,84
USDJPY,[13],0.05,0.05,rh_rl,0.8,True,457,0.3742,0.8325,-822.3182,1008.8126,4.3379,-1.042,50,235,172,253,0.3874,0.8144,-398.8959,621.2782,4.1804,-1.2051,24,121,108,204,0.3578,0.8465,-423.4223,598.2758,4.5333,-0.9706,26,114,64
