pair,sizing_mode,n,z_in,z_tp,z_stop,max_hold,is_pf,is_n,is_net,is_dd,oos_pf,oos_n,oos_net,oos_dd,oos_wr,oos_avglot,wfo_min
EURGBP,zscale,20,2.5,0.0,4.0,24,0.770925808851184,1759,-4701.9864923314,4788.03440870685,0.929321876312929,1073,-596.6167645588923,897.1179553574358,0.45293569431500463,1.412631935106306,0.6736586485066357
EURGBP,voladj,20,2.5,0.0,4.0,24,0.7899562006719295,1759,-2601.2808939935426,2645.0489708865794,0.9794570963817725,1073,-103.16407630702915,439.1539420872999,0.45293569431500463,0.8457595526561044,0.7577620034120888
EURGBP,combo,20,2.5,0.0,4.0,24,0.7884823945557989,1759,-3600.79748977896,3679.1062974938,0.9763908415569167,1073,-161.22859452747747,592.5591315691897,0.45293569431500463,1.192786220727215,0.7349106107567206
EURGBP,fixed,20,2.5,0.0,4.0,48,0.7764899934690465,1755,-3335.790744953199,3395.0711197132314,0.9340987928791991,1071,-405.49558946191655,619.0396513365592,0.45284780578898226,1.0,0.7155110143776267
EURGBP,zscale,20,2.5,0.0,4.0,48,0.7708070663299091,1755,-4710.518247956046,4796.566164331498,0.9298224392304475,1071,-589.0616180909495,895.9823073821639,0.45284780578898226,1.41257075948341,0.6894622635129443
EURGBP,voladj,20,2.5,0.0,4.0,48,0.7884312030182064,1755,-2625.2586337961275,2669.026710689162,0.9789756089040544,1071,-105.2902567748103,446.76394208730113,0.45284780578898226,0.84593837535014,0.769243029677251
EURGBP,combo,20,2.5,0.0,4.0,48,0.7872196502055008,1755,-3629.267750012569,3707.576557727411,0.9774813752410637,1071,-153.1907425326057,598.8046553884883,0.45284780578898226,1.1928210586069934,0.7462479213036399
EURGBP,fixed,20,2.5,1.0,4.0,24,0.7512821764052263,1833,-3071.017219835411,3120.5615213481396,0.8281722729185794,1119,-886.5983027765717,892.5647185250618,0.4897229669347632,1.0,0.6670163605529933
EURGBP,zscale,20,2.5,1.0,4.0,24,0.7450380562888947,1833,-4365.265342281269,4440.944769169375,0.822984628264496,1119,-1264.0756202342786,1274.1357736713094,0.4897229669347632,1.4075401475825304,0.6496440701988382
EURGBP,voladj,20,2.5,1.0,4.0,24,0.7766270121831398,1833,-2260.2121664277556,2292.93297257309,0.8490530972972384,1119,-642.4003927040985,653.9119144004782,0.4897229669347632,0.8445040214477212,0.6842326121394201
