pair,lb,adx,er_n,er_th,dir,full_pf,full_n,full_net,full_sh,full_dd,is_pf,is_n,oos_pf,oos_n,wfo_min,wfo_med,yr_pos,PASS
NZDJPY,100,20,20,0.4,both,0.478,116,-4603.8,-2.81,27.7,0.48,75,0.475,41,0.0,0.55,8.0,
NZDJPY,100,20,20,0.4,long,0.6,59,-1541.8,-1.42,11.5,0.525,36,0.707,23,0.0,0.15,27.0,
NZDJPY,100,20,30,0.35,both,0.436,83,-3983.2,-2.96,24.3,0.421,59,0.464,24,0.01,0.56,17.0,
NZDJPY,100,20,30,0.35,long,0.471,44,-1727.7,-2.23,14.0,0.491,28,0.447,16,0.01,0.37,25.0,
NZDJPY,100,25,0,0.0,both,0.39,184,-8792.1,-4.56,52.2,0.401,112,0.376,72,0.28,0.4,17.0,
NZDJPY,100,25,0,0.0,long,0.426,92,-4062.8,-3.04,27.4,0.435,51,0.418,41,0.07,0.61,17.0,
NZDJPY,100,25,20,0.3,both,0.466,128,-5040.5,-2.72,28.6,0.476,81,0.453,47,0.33,0.41,17.0,
NZDJPY,100,25,20,0.3,long,0.535,64,-2030.8,-1.69,14.9,0.449,37,0.633,27,0.05,0.46,27.0,
NZDJPY,100,25,20,0.4,both,0.528,96,-3486.3,-2.0,19.2,0.56,59,0.491,37,0.0,0.44,8.0,
NZDJPY,100,25,20,0.4,long,0.579,50,-1413.6,-1.29,9.8,0.493,29,0.683,21,0.0,0.06,27.0,
NZDJPY,100,25,30,0.35,both,0.416,72,-3443.4,-2.58,19.4,0.378,50,0.477,22,0.0,0.49,17.0,
NZDJPY,100,25,30,0.35,long,0.353,39,-1802.2,-2.55,12.8,0.265,25,0.467,14,0.0,0.11,25.0,
NZDJPY,100,30,0,0.0,both,0.439,112,-5007.0,-2.98,28.2,0.547,72,0.301,40,0.0,0.21,18.0,
NZDJPY,100,30,0,0.0,long,0.457,58,-2480.8,-2.17,16.3,0.615,36,0.277,22,0.0,0.01,27.0,
NZDJPY,100,30,20,0.3,both,0.413,91,-4252.2,-3.04,23.6,0.443,58,0.373,33,0.0,0.2,9.0,
NZDJPY,100,30,20,0.3,long,0.391,46,-2112.0,-2.5,13.9,0.373,30,0.417,16,0.0,0.0,9.0,
NZDJPY,100,30,20,0.4,both,0.432,70,-3439.0,-2.44,17.8,0.489,45,0.36,25,0.44,0.45,9.0,
NZDJPY,100,30,20,0.4,long,0.375,36,-1692.8,-1.96,9.8,0.44,24,0.29,12,0.0,1.41,10.0,
NZDJPY,100,30,30,0.35,both,0.298,54,-3523.0,-3.64,21.4,0.216,36,0.427,18,0.52,0.64,9.0,
NZDJPY,100,30,30,0.35,long,0.239,32,-2056.9,-3.56,15.1,0.215,20,0.265,12,0.0,0.57,18.0,
NZDJPY,150,0,0,0.0,both,0.45,378,-16176.0,-6.14,111.6,0.491,230,0.397,148,0.31,0.42,8.0,
NZDJPY,150,0,0,0.0,long,0.449,187,-7605.5,-4.39,58.7,0.418,100,0.477,87,0.31,0.51,17.0,
NZDJPY,150,0,20,0.3,both,0.567,190,-6082.4,-2.82,40.0,0.588,116,0.537,74,0.31,0.7,9.0,
NZDJPY,150,0,20,0.3,long,0.729,94,-1660.4,-1.39,19.2,0.608,50,0.857,44,0.25,1.29,55.0,
NZDJPY,150,0,20,0.4,both,0.635,113,-3085.9,-1.9,23.8,0.699,72,0.544,41,0.23,0.51,27.0,
NZDJPY,150,0,20,0.4,long,0.712,56,-1103.9,-1.24,13.2,0.716,30,0.709,26,0.01,1.59,36.0,
NZDJPY,150,0,30,0.35,both,0.404,89,-4851.7,-3.77,32.6,0.382,62,0.442,27,0.01,0.44,0.0,
NZDJPY,150,0,30,0.35,long,0.375,47,-2512.7,-3.39,21.1,0.295,28,0.467,19,0.01,0.27,18.0,
NZDJPY,150,20,0,0.0,both,0.407,268,-12529.7,-5.71,84.4,0.47,161,0.327,107,0.19,0.36,0.0,
NZDJPY,150,20,0,0.0,long,0.415,134,-5878.1,-4.06,45.6,0.462,70,0.377,64,0.1,0.49,18.0,
NZDJPY,150,20,20,0.3,both,0.533,159,-5558.1,-2.93,39.3,0.566,98,0.488,61,0.22,0.58,18.0,
NZDJPY,150,20,20,0.3,long,0.656,78,-1787.7,-1.55,19.4,0.581,41,0.728,37,0.09,0.65,45.0,
NZDJPY,150,20,20,0.4,both,0.673,99,-2397.1,-1.42,18.5,0.738,64,0.585,35,0.0,0.83,36.0,
NZDJPY,150,20,20,0.4,long,0.794,47,-674.1,-0.75,9.2,0.752,25,0.835,22,0.0,0.11,36.0,
NZDJPY,150,20,30,0.35,both,0.429,81,-4148.1,-3.51,30.3,0.373,59,0.54,22,0.01,0.51,27.0,
NZDJPY,150,20,30,0.35,long,0.42,43,-2080.5,-2.95,18.4,0.316,27,0.551,16,0.01,0.3,27.0,
NZDJPY,150,25,0,0.0,both,0.472,181,-7620.1,-3.93,50.7,0.606,104,0.346,77,0.19,0.45,18.0,
NZDJPY,150,25,0,0.0,long,0.47,91,-3736.8,-2.9,27.6,0.612,42,0.392,49,0.03,0.57,27.0,
NZDJPY,150,25,20,0.3,both,0.616,123,-3408.8,-1.78,24.3,0.694,73,0.531,50,0.21,0.69,27.0,
NZDJPY,150,25,20,0.3,long,0.679,62,-1344.1,-1.25,14.5,0.63,29,0.71,33,0.03,0.55,45.0,
NZDJPY,150,25,20,0.4,both,0.722,87,-1759.5,-0.86,12.6,0.864,54,0.57,33,0.0,0.81,45.0,
NZDJPY,150,25,20,0.4,long,0.751,41,-705.1,-0.71,9.4,0.756,19,0.747,22,0.0,0.05,45.0,
NZDJPY,150,25,30,0.35,both,0.434,71,-3524.6,-2.97,24.6,0.364,51,0.562,20,0.0,0.41,18.0,
NZDJPY,150,25,30,0.35,long,0.359,37,-1976.5,-2.95,16.4,0.185,23,0.59,14,0.0,0.09,18.0,
NZDJPY,150,30,0,0.0,both,0.522,109,-4225.4,-2.72,28.3,0.633,75,0.372,34,0.0,0.23,18.0,
NZDJPY,150,30,0,0.0,long,0.547,53,-1920.5,-1.96,15.5,0.712,31,0.41,22,0.0,0.0,36.0,
NZDJPY,150,30,20,0.3,both,0.536,83,-3199.7,-2.2,19.6,0.624,53,0.435,30,0.0,0.22,18.0,
NZDJPY,150,30,20,0.3,long,0.508,40,-1549.2,-2.02,12.6,0.454,22,0.553,18,0.0,0.0,27.0,
NZDJPY,150,30,20,0.4,both,0.648,66,-1833.3,-1.02,12.0,0.84,44,0.445,22,0.25,0.72,36.0,
NZDJPY,150,30,20,0.4,long,0.561,30,-1003.4,-1.15,8.6,0.735,16,0.463,14,0.0,2.75,36.0,
NZDJPY,150,30,30,0.35,both,0.311,58,-3966.3,-4.08,25.9,0.206,42,0.522,16,0.42,1.14,9.0,
NZDJPY,150,30,30,0.35,long,0.251,34,-2331.9,-3.97,18.5,0.132,22,0.397,12,0.0,0.93,9.0,
