run,rsi_buy_max,rsi_sell_min,bw_ratio,bw_lookback,sl_atr_mult,rr,PF,WR,N,MaxDD,avg_win,avg_loss,delta_pf,verdict
621,65,45,1.2,20,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
622,65,45,1.2,20,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
623,65,45,1.2,20,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
624,65,45,1.2,20,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
625,65,45,1.2,30,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
626,65,45,1.2,30,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
627,65,45,1.2,30,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
628,65,45,1.2,30,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
629,65,45,1.2,30,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
630,65,45,1.2,30,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
631,65,45,1.5,10,2.0,1.5,0.0,0.0,1,56.2,0.0,56.2,-1.645,REJECT
632,65,45,1.5,10,2.0,2.0,0.0,0.0,1,56.2,0.0,56.2,-1.645,REJECT
633,65,45,1.5,10,2.5,1.5,0.0,0.0,1,70.2,0.0,70.2,-1.645,REJECT
634,65,45,1.5,10,2.5,2.0,0.0,0.0,1,70.2,0.0,70.2,-1.645,REJECT
635,65,45,1.5,10,3.0,1.5,0.0,0.0,1,84.3,0.0,84.3,-1.645,REJECT
636,65,45,1.5,10,3.0,2.0,0.0,0.0,1,84.3,0.0,84.3,-1.645,REJECT
637,65,45,1.5,20,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
638,65,45,1.5,20,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
639,65,45,1.5,20,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
640,65,45,1.5,20,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
641,65,45,1.5,20,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
642,65,45,1.5,20,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
643,65,45,1.5,30,2.0,1.5,0.0,0.0,1,38.6,0.0,38.6,-1.645,REJECT
644,65,45,1.5,30,2.0,2.0,0.0,0.0,1,38.6,0.0,38.6,-1.645,REJECT
645,65,45,1.5,30,2.5,1.5,0.0,0.0,1,48.2,0.0,48.2,-1.645,REJECT
646,65,45,1.5,30,2.5,2.0,0.0,0.0,1,48.2,0.0,48.2,-1.645,REJECT
647,65,45,1.5,30,3.0,1.5,99.0,100.0,1,0.0,86.8,0.0,97.355,REJECT
648,65,45,1.5,30,3.0,2.0,99.0,100.0,1,0.0,115.8,0.0,97.355,REJECT
