pair,direction,entry_time,exit_time,entry,exit,sl,tp,D,pnl_price,pnl_net,result,bars_held
EURJPY,SHORT,2019-08-12 08:00:00,2019-08-13 14:00:00,117.675,119.3558,119.3558,115.9942,2.2,-1.6808,-1.7008,SL,30
EURJPY,SHORT,2019-10-02 08:00:00,2019-10-10 01:00:00,117.445,118.23116,118.23116,116.65884,1.029,-0.78616,-0.80616,SL,137
EURJPY,LONG,2019-10-15 14:00:00,2019-10-17 08:00:00,120.003,120.67761,119.32839,120.67761,0.883,0.67461,0.65461,TP,42
EURJPY,SHORT,2019-11-11 01:00:00,2019-11-14 09:00:00,120.198,119.4997,120.8963,119.4997,0.914,0.6983,0.6783,TP,80
EURJPY,LONG,2019-11-20 00:00:00,2019-11-20 01:00:00,120.285,120.11463,120.11463,120.45537,0.223,-0.17037,-0.19037,SL,1
EURJPY,SHORT,2020-01-07 23:00:00,2020-01-08 16:00:00,120.276,121.16912,121.16912,119.38288,1.169,-0.89312,-0.91312,SL,17
EURJPY,SHORT,2020-01-30 07:00:00,2020-01-31 00:00:00,119.806,120.27357,120.27357,119.33843,0.612,-0.46757,-0.48757,SL,17
EURJPY,SHORT,2020-02-12 23:00:00,2020-02-13 15:00:00,119.592,119.04956,120.13444,119.04956,0.71,0.54244,0.52244,TP,16
EURJPY,SHORT,2020-03-08 21:00:00,2020-03-09 01:00:00,118.379,116.41628,120.34172,116.41628,2.569,1.96272,1.94272,TP,4
EURJPY,LONG,2020-03-18 23:00:00,2020-03-24 08:00:00,118.657,120.00164,117.31236,120.00164,1.76,1.34464,1.32464,TP,81
EURJPY,LONG,2020-04-09 12:00:00,2020-04-09 13:00:00,118.533,118.85006,118.21594,118.85006,0.415,0.31706,0.29706,TP,1
EURJPY,SHORT,2020-04-21 02:00:00,2020-04-21 13:00:00,116.551,117.11407,117.11407,115.98793,0.737,-0.56307,-0.58307,SL,11
EURJPY,LONG,2020-05-18 12:00:00,2020-05-18 18:00:00,116.401,117.22383,115.57817,117.22383,1.077,0.82283,0.80283,TP,6
EURJPY,SHORT,2020-06-17 14:00:00,2020-07-06 11:00:00,120.253,121.6771,121.6771,118.8289,1.864,-1.4241,-1.4441,SL,309
EURJPY,LONG,2020-07-16 14:00:00,2020-07-17 06:00:00,122.499,121.97566,121.97566,123.02234,0.685,-0.52334,-0.54334,SL,16
EURJPY,LONG,2020-08-31 14:00:00,2020-09-02 14:00:00,126.774,125.56764,125.56764,127.98036,1.579,-1.20636,-1.22636,SL,48
EURJPY,SHORT,2020-09-07 07:00:00,2020-09-08 01:00:00,125.658,125.44179,125.87421,125.44179,0.283,0.21621,0.19621,TP,18
EURJPY,SHORT,2020-09-28 00:00:00,2020-09-28 11:00:00,122.517,123.03117,123.03117,122.00283,0.673,-0.51417,-0.53417,SL,11
EURJPY,LONG,2020-10-05 11:00:00,2020-10-15 08:00:00,124.202,123.29666,123.29666,125.10734,1.185,-0.90534,-0.92534,SL,189
EURJPY,LONG,2020-11-29 23:00:00,2020-11-30 14:00:00,124.568,125.07912,124.05688,125.07912,0.669,0.51112,0.49112,TP,15
EURJPY,SHORT,2020-12-14 10:00:00,2020-12-14 16:00:00,126.063,126.30901,126.30901,125.81699,0.322,-0.24601,-0.26601,SL,6
EURJPY,LONG,2021-01-28 08:00:00,2021-01-29 08:00:00,126.266,126.77635,125.75565,126.77635,0.668,0.51035,0.49035,TP,24
EURJPY,LONG,2021-02-11 13:00:00,2021-02-15 07:00:00,127.1,127.60882,126.59118,127.60882,0.666,0.50882,0.48882,TP,42
EURJPY,SHORT,2021-03-23 10:00:00,2021-03-23 23:00:00,129.132,128.51392,129.75008,128.51392,0.809,0.61808,0.59808,TP,13
EURJPY,LONG,2021-04-06 01:00:00,2021-04-06 13:00:00,130.317,129.94722,129.94722,130.68678,0.484,-0.36978,-0.38978,SL,12
EURJPY,SHORT,2021-04-21 12:00:00,2021-04-26 12:00:00,129.698,130.67134,130.67134,128.72466,1.274,-0.97334,-0.99334,SL,72
EURJPY,LONG,2021-05-13 00:00:00,2021-05-18 08:00:00,132.473,133.09719,131.84881,133.09719,0.817,0.62419,0.60419,TP,80
EURJPY,SHORT,2021-06-11 12:00:00,2021-06-15 06:00:00,132.886,133.55144,133.55144,132.22056,0.871,-0.66544,-0.68544,SL,42
EURJPY,LONG,2021-07-26 13:00:00,2021-07-27 07:00:00,130.172,129.79306,129.79306,130.55094,0.496,-0.37894,-0.39894,SL,18
EURJPY,SHORT,2021-10-06 09:00:00,2021-10-08 07:00:00,128.682,129.30619,129.30619,128.05781,0.817,-0.62419,-0.64419,SL,46
EURJPY,LONG,2021-12-16 07:00:00,2021-12-17 14:00:00,129.068,128.10612,128.10612,130.02988,1.259,-0.96188,-0.98188,SL,31
EURJPY,LONG,2021-12-27 08:00:00,2021-12-28 00:00:00,129.748,130.17278,129.32322,130.17278,0.556,0.42478,0.40478,TP,16
EURJPY,SHORT,2022-01-13 15:00:00,2022-01-13 17:00:00,130.887,130.66238,131.11162,130.66238,0.294,0.22462,0.20462,TP,2
EURJPY,SHORT,2022-01-18 17:00:00,2022-01-21 00:00:00,129.778,128.70916,130.84684,128.70916,1.399,1.06884,1.04884,TP,55
EURJPY,SHORT,2022-02-17 04:00:00,2022-02-24 03:00:00,130.437,129.31545,131.55855,129.31545,1.468,1.12155,1.10155,TP,119
EURJPY,LONG,2022-04-17 22:00:00,2022-04-19 04:00:00,136.949,138.04534,135.85266,138.04534,1.435,1.09634,1.07634,TP,30
EURJPY,SHORT,2022-06-15 15:00:00,2022-06-16 08:00:00,140.024,138.9055,141.1425,138.9055,1.464,1.1185,1.0985,TP,17
EURJPY,LONG,2022-06-28 11:00:00,2022-06-30 07:00:00,144.242,142.06842,142.06842,146.41558,2.845,-2.17358,-2.19358,SL,44
EURJPY,SHORT,2022-07-05 09:00:00,2022-07-06 11:00:00,139.787,137.81435,141.75965,137.81435,2.582,1.97265,1.95265,TP,26
EURJPY,LONG,2022-07-21 12:00:00,2022-07-21 13:00:00,141.93,140.77712,140.77712,143.08288,1.509,-1.15288,-1.17288,SL,1
EURJPY,SHORT,2022-07-28 01:00:00,2022-07-28 12:00:00,138.129,137.07926,139.17874,137.07926,1.374,1.04974,1.02974,TP,11
EURJPY,SHORT,2022-09-21 06:00:00,2022-09-22 02:00:00,142.505,141.33532,143.67468,141.33532,1.531,1.16968,1.14968,TP,20
EURJPY,SHORT,2022-11-01 01:00:00,2022-11-01 05:00:00,146.706,147.01848,147.01848,146.39352,0.409,-0.31248,-0.33248,SL,4
EURJPY,LONG,2022-11-23 01:00:00,2022-11-23 15:00:00,145.706,145.07952,145.07952,146.33248,0.82,-0.62648,-0.64648,SL,14
EURJPY,SHORT,2022-11-25 12:00:00,2022-11-27 22:00:00,144.686,144.33609,145.03591,144.33609,0.458,0.34991,0.32991,TP,10
EURJPY,SHORT,2023-02-01 12:00:00,2023-02-01 13:00:00,141.255,141.43378,141.43378,141.07622,0.234,-0.17878,-0.19878,SL,1
EURJPY,SHORT,2023-02-10 07:00:00,2023-02-10 08:00:00,140.611,139.92875,141.29325,139.92875,0.893,0.68225,0.66225,TP,1
EURJPY,SHORT,2023-03-10 14:00:00,2023-03-12 22:00:00,143.843,142.88112,144.80488,142.88112,1.259,0.96188,0.94188,TP,9
EURJPY,LONG,2023-04-19 06:00:00,2023-04-20 23:00:00,147.449,146.94476,146.94476,147.95324,0.66,-0.50424,-0.52424,SL,41
EURJPY,SHORT,2023-05-08 14:00:00,2023-05-09 07:00:00,148.544,147.99316,149.09484,147.99316,0.721,0.55084,0.53084,TP,17
EURJPY,LONG,2023-05-22 12:00:00,2023-05-24 10:00:00,149.797,149.0605,149.0605,150.5335,0.964,-0.7365,-0.7565,SL,46
EURJPY,SHORT,2023-06-07 05:00:00,2023-06-07 16:00:00,148.685,149.8394,149.8394,147.5306,1.511,-1.1544,-1.1744,SL,11
EURJPY,LONG,2023-06-13 05:00:00,2023-06-13 15:00:00,150.437,151.0566,149.8174,151.0566,0.811,0.6196,0.5996,TP,10
EURJPY,SHORT,2023-07-10 13:00:00,2023-07-11 10:00:00,155.381,154.39468,156.36732,154.39468,1.291,0.98632,0.96632,TP,21
EURJPY,LONG,2023-07-18 14:00:00,2023-07-19 08:00:00,155.942,156.76024,155.12376,156.76024,1.071,0.81824,0.79824,TP,18
EURJPY,SHORT,2023-07-27 13:00:00,2023-07-27 17:00:00,154.876,153.84078,155.91122,153.84078,1.355,1.03522,1.01522,TP,4
EURJPY,SHORT,2023-08-22 13:00:00,2023-08-22 14:00:00,158.518,158.28651,158.74949,158.28651,0.303,0.23149,0.21149,TP,1
EURJPY,SHORT,2023-09-05 08:00:00,2023-09-05 13:00:00,157.922,158.28948,158.28948,157.55452,0.481,-0.36748,-0.38748,SL,5
EURJPY,LONG,2023-12-27 14:00:00,2023-12-28 07:00:00,158.119,156.59864,156.59864,159.63936,1.99,-1.52036,-1.54036,SL,17
EURJPY,SHORT,2024-01-29 10:00:00,2024-01-31 15:00:00,159.825,158.98689,160.66311,158.98689,1.097,0.83811,0.81811,TP,53
EURJPY,LONG,2024-02-13 13:00:00,2024-02-16 18:00:00,161.26,161.93538,160.58462,161.93538,0.884,0.67538,0.65538,TP,77
EURJPY,LONG,2024-04-08 14:00:00,2024-04-12 06:00:00,164.724,163.77282,163.77282,165.67518,1.245,-0.95118,-0.97118,SL,88
EURJPY,LONG,2024-04-19 12:00:00,2024-04-25 01:00:00,164.951,166.43163,163.47037,166.43163,1.938,1.48063,1.46063,TP,85
EURJPY,LONG,2024-05-19 23:00:00,2024-06-14 09:00:00,169.399,167.8137,167.8137,170.9843,2.075,-1.5853,-1.6053,SL,466
EURJPY,LONG,2024-06-21 14:00:00,2024-06-24 14:00:00,170.448,171.30826,169.58774,171.30826,1.126,0.86026,0.84026,TP,24
EURJPY,SHORT,2024-07-17 07:00:00,2024-07-17 23:00:00,171.544,170.49274,172.59526,170.49274,1.376,1.05126,1.03126,TP,16
EURJPY,SHORT,2024-08-22 07:00:00,2024-08-22 08:00:00,161.579,162.16422,162.16422,160.99378,0.766,-0.58522,-0.60522,SL,1
EURJPY,SHORT,2024-08-23 17:00:00,2024-08-25 23:00:00,161.683,160.8999,162.4661,160.8999,1.025,0.7831,0.7631,TP,6
EURJPY,SHORT,2024-09-10 14:00:00,2024-09-11 01:00:00,157.393,156.44564,158.34036,156.44564,1.24,0.94736,0.92736,TP,11
EURJPY,LONG,2024-09-25 08:00:00,2024-09-27 05:00:00,161.187,162.82731,159.54669,162.82731,2.147,1.64031,1.62031,TP,45
EURJPY,LONG,2024-10-10 04:00:00,2024-10-10 14:00:00,163.569,162.29694,162.29694,164.84106,1.665,-1.27206,-1.29206,SL,10
EURJPY,SHORT,2024-11-07 16:00:00,2024-11-08 08:00:00,165.168,164.45748,165.87852,164.45748,0.93,0.71052,0.69052,TP,16
EURJPY,LONG,2024-12-11 09:00:00,2024-12-13 11:00:00,160.062,161.14994,158.97406,161.14994,1.424,1.08794,1.06794,TP,50
EURJPY,SHORT,2025-01-16 01:00:00,2025-01-20 15:00:00,160.03,162.21504,162.21504,157.84496,2.86,-2.18504,-2.20504,SL,62
EURJPY,LONG,2025-01-24 09:00:00,2025-01-27 09:00:00,163.255,162.22818,162.22818,164.28182,1.344,-1.02682,-1.04682,SL,24
EURJPY,SHORT,2025-02-02 22:00:00,2025-02-02 23:00:00,159.901,158.68166,161.12034,158.68166,1.596,1.21934,1.19934,TP,1
EURJPY,SHORT,2025-02-21 16:00:00,2025-02-28 02:00:00,156.311,154.85252,157.76948,154.85252,1.909,1.45848,1.43848,TP,106
EURJPY,SHORT,2025-03-25 14:00:00,2025-03-26 14:00:00,161.939,162.49978,162.49978,161.37822,0.734,-0.56078,-0.58078,SL,24
EURJPY,LONG,2025-03-31 18:00:00,2025-04-01 10:00:00,162.387,161.35636,161.35636,163.41764,1.349,-1.03064,-1.05064,SL,16
EURJPY,SHORT,2025-04-02 21:00:00,2025-04-06 21:00:00,161.109,158.76963,163.44837,158.76963,3.062,2.33937,2.31937,TP,48
EURJPY,LONG,2025-05-01 12:00:00,2025-05-06 08:00:00,163.756,162.18751,162.18751,165.32449,2.053,-1.56849,-1.58849,SL,68
EURJPY,SHORT,2025-05-07 17:00:00,2025-05-07 18:00:00,162.632,162.80084,162.80084,162.46316,0.221,-0.16884,-0.18884,SL,1
EURJPY,SHORT,2025-05-22 07:00:00,2025-05-23 11:00:00,162.144,161.18136,163.10664,161.18136,1.26,0.96264,0.94264,TP,28
EURJPY,LONG,2025-06-05 13:00:00,2025-06-10 02:00:00,164.258,165.37573,163.14027,165.37573,1.463,1.11773,1.09773,TP,61
EURJPY,LONG,2025-08-12 00:00:00,2025-08-13 02:00:00,172.342,172.94785,171.73615,172.94785,0.793,0.60585,0.58585,TP,26
EURJPY,LONG,2025-09-07 21:00:00,2025-09-09 08:00:00,173.414,172.6798,172.6798,174.1482,0.961,-0.7342,-0.7542,SL,35
EURJPY,SHORT,2025-09-11 12:00:00,2025-09-11 13:00:00,172.785,172.92558,172.92558,172.64442,0.184,-0.14058,-0.16058,SL,1
EURJPY,SHORT,2025-10-15 14:00:00,2025-10-15 22:00:00,175.937,175.65661,176.21739,175.65661,0.367,0.28039,0.26039,TP,8
EURJPY,LONG,2025-10-30 06:00:00,2025-11-04 05:00:00,178.232,177.0096,177.0096,179.4544,1.6,-1.2224,-1.2424,SL,70
EURJPY,LONG,2025-11-17 15:00:00,2025-11-19 10:00:00,179.968,180.72818,179.20782,180.72818,0.995,0.76018,0.74018,TP,43
EURJPY,LONG,2025-12-11 18:00:00,2025-12-15 05:00:00,182.642,182.05678,182.05678,183.22722,0.766,-0.58522,-0.60522,SL,35
EURJPY,SHORT,2026-01-04 22:00:00,2026-01-05 00:00:00,183.713,184.00943,184.00943,183.41657,0.388,-0.29643,-0.31643,SL,2
EURJPY,SHORT,2026-01-29 15:00:00,2026-01-30 03:00:00,182.52,183.45208,183.45208,181.58792,1.22,-0.93208,-0.95208,SL,12
EURJPY,LONG,2026-02-06 15:00:00,2026-02-10 12:00:00,185.506,184.62664,184.62664,186.38536,1.151,-0.87936,-0.89936,SL,45
EURJPY,LONG,2026-02-24 07:00:00,2026-02-24 08:00:00,183.094,183.93669,182.25131,183.93669,1.103,0.84269,0.82269,TP,1
EURJPY,SHORT,2026-03-17 06:00:00,2026-03-17 08:00:00,182.856,183.14938,183.14938,182.56262,0.384,-0.29338,-0.31338,SL,2
EURJPY,LONG,2026-04-06 06:00:00,2026-04-06 07:00:00,183.993,184.21838,183.76762,184.21838,0.295,0.22538,0.20538,TP,1
EURJPY,SHORT,2026-04-22 11:00:00,2026-04-22 20:00:00,186.957,186.6789,187.2351,186.6789,0.364,0.2781,0.2581,TP,9
EURJPY,SHORT,2026-05-06 04:00:00,2026-05-08 09:00:00,182.285,184.38906,184.38906,180.18094,2.754,-2.10406,-2.12406,SL,53
EURJPY,LONG,2026-05-29 14:00:00,2026-06-05 14:00:00,185.781,185.10486,185.10486,186.45714,0.885,-0.67614,-0.69614,SL,120
