trades,winrate,pf,total_pips,max_dd_pips,f1,f3,f4,f5,f6b,f6s,score
634,0.4227129337539432,1.0983606557374048,360,-410,,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,11.690555089748393
723,0.41217150760719223,1.0517647058821054,220,-335,0.005,2.2,None,30.0,40.0,60.0,11.656433986859136
688,0.41569767441860467,1.0671641791042121,270,-390,,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,11.635982331084541
516,0.437984496124031,1.1689655172409763,490,-180,0.003,,None,40.0,40.0,60.0,11.630149265035879
516,0.437984496124031,1.1689655172409763,490,-180,0.003,,None,50.0,40.0,60.0,11.630149265035879
516,0.437984496124031,1.1689655172409763,490,-180,0.003,,None,,40.0,60.0,11.630149265035879
516,0.437984496124031,1.1689655172409763,490,-180,0.003,,None,30.0,40.0,60.0,11.630149265035879
793,0.4047919293820933,1.0201271186438516,95,-330,0.005,,None,30.0,35.0,65.0,11.628474144487287
724,0.4116022099447514,1.049295774647641,210,-335,0.005,2.2,None,40.0,40.0,60.0,11.621037563964412
724,0.4116022099447514,1.049295774647641,210,-335,0.005,2.2,None,50.0,40.0,60.0,11.621037563964412
724,0.4116022099447514,1.049295774647641,210,-335,0.005,2.2,None,,40.0,60.0,11.621037563964412
613,0.42414355628058725,1.10481586402235,370,-245,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,45.0,55.0,11.602004039743564
613,0.42414355628058725,1.10481586402235,370,-245,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,,,11.602004039743564
613,0.42414355628058725,1.10481586402235,370,-245,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,45.0,55.0,11.602004039743564
613,0.42414355628058725,1.10481586402235,370,-245,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,,,11.602004039743564
794,0.40428211586901763,1.0179704016911166,85,-330,0.005,,None,50.0,35.0,65.0,11.596580095052166
794,0.40428211586901763,1.0179704016911166,85,-330,0.005,,None,40.0,35.0,65.0,11.596580095052166
794,0.40428211586901763,1.0179704016911166,85,-330,0.005,,None,,35.0,65.0,11.596580095052166
687,0.4148471615720524,1.063432835820631,255,-250,,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,40.0,60.0,11.563160596941898
687,0.4148471615720524,1.063432835820631,255,-250,,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,40.0,60.0,11.563160596941898
690,0.4144927536231884,1.061881188118549,250,-410,,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,11.561586022261066
693,0.41414141414141414,1.0603448275859457,245,-410,,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,11.560121579312321
524,0.4351145038167939,1.1554054054050151,460,-190,0.004,2.3,None,,45.0,55.0,11.508099243611163
524,0.4351145038167939,1.1554054054050151,460,-190,0.004,2.3,None,40.0,45.0,55.0,11.508099243611163
524,0.4351145038167939,1.1554054054050151,460,-190,0.004,2.3,None,50.0,45.0,55.0,11.508099243611163
524,0.4351145038167939,1.1554054054050151,460,-190,0.004,2.3,None,30.0,45.0,55.0,11.508099243611163
671,0.4157973174366617,1.0676020408160543,265,-390,,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,11.498795186325435
525,0.4342857142857143,1.151515151514764,450,-190,0.004,2.3,None,30.0,,,11.458423036387886
525,0.4342857142857143,1.151515151514764,450,-190,0.004,2.3,None,,,,11.458423036387886
525,0.4342857142857143,1.151515151514764,450,-190,0.004,2.3,None,50.0,,,11.458423036387886
525,0.4342857142857143,1.151515151514764,450,-190,0.004,2.3,None,40.0,,,11.458423036387886
611,0.42225859247135844,1.0963172804529473,340,-245,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,,,11.442880445264157
611,0.42225859247135844,1.0963172804529473,340,-245,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,45.0,55.0,11.442880445264157
617,0.4213938411669368,1.0924369747896099,330,-400,,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,11.434762713997822
757,0.40554821664464996,1.0233333333331058,105,-405,,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,35.0,65.0,11.418460568673217
685,0.4131386861313869,1.0559701492534688,225,-250,,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,40.0,60.0,11.418072368680143
632,0.41930379746835444,1.0831062670296776,305,-295,0.005,2.3,None,30.0,45.0,55.0,11.417168313601925
700,0.4114285714285714,1.0485436893201336,200,-290,0.005,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,40.0,60.0,11.413793173277814
701,0.4108416547788873,1.0460048426147588,190,-290,0.005,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,40.0,60.0,11.378032604536656
701,0.4108416547788873,1.0460048426147588,190,-290,0.005,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,40.0,60.0,11.378032604536656
701,0.4108416547788873,1.0460048426147588,190,-290,0.005,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,40.0,60.0,11.378032604536656
633,0.4186413902053712,1.0801630434779674,295,-295,0.005,2.3,None,40.0,45.0,55.0,11.377146050691785
633,0.4186413902053712,1.0801630434779674,295,-295,0.005,2.3,None,30.0,,,11.377146050691785
633,0.4186413902053712,1.0801630434779674,295,-295,0.005,2.3,None,,45.0,55.0,11.377146050691785
633,0.4186413902053712,1.0801630434779674,295,-295,0.005,2.3,None,50.0,45.0,55.0,11.377146050691785
645,0.4170542635658915,1.073138297872055,275,-300,,2.3,None,,35.0,65.0,11.366535608646561
634,0.41798107255520506,1.0772357723574317,285,-295,0.005,2.3,None,50.0,,,11.337361948410605
634,0.41798107255520506,1.0772357723574317,285,-295,0.005,2.3,None,40.0,,,11.337361948410605
634,0.41798107255520506,1.0772357723574317,285,-295,0.005,2.3,None,,,,11.337361948410605
640,0.4171875,1.073726541554672,275,-300,,2.3,None,50.0,35.0,65.0,11.332219107691849
676,0.41272189349112426,1.0541561712843692,215,-400,,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,11.31190660724381
704,0.4090909090909091,1.0384615384612887,160,-305,,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,45.0,55.0,11.271885651135223
639,0.4162754303599374,1.0697050938334933,260,-315,,2.3,None,40.0,35.0,65.0,11.25628994733804
705,0.4085106382978723,1.0359712230213343,150,-305,,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,,,11.236876845954178
599,0.42070116861435725,1.0893371757921932,310,-250,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,,,11.216295812821915
599,0.42070116861435725,1.0893371757921932,310,-250,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,45.0,55.0,11.216295812821915
583,0.4219554030874786,1.0949554896139184,320,-235,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,40.0,60.0,11.155712030315955
583,0.4219554030874786,1.0949554896139184,320,-235,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,40.0,60.0,11.155712030315955
690,0.40869565217391307,1.0367647058820988,150,-310,0.005,2.1,None,30.0,35.0,65.0,11.130246103681111
518,0.4305019305019305,1.1338983050843614,395,-220,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,11.110000776666384
518,0.4305019305019305,1.1338983050843614,395,-220,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,45.0,55.0,11.110000776666384
518,0.4305019305019305,1.1338983050843614,395,-220,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,45.0,55.0,11.110000776666384
518,0.4305019305019305,1.1338983050843614,395,-220,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,45.0,55.0,11.110000776666384
691,0.4081041968162084,1.0342298288506029,140,-310,0.005,2.1,None,50.0,35.0,65.0,11.094995846842192
691,0.4081041968162084,1.0342298288506029,140,-310,0.005,2.1,None,40.0,35.0,65.0,11.094995846842192
691,0.4081041968162084,1.0342298288506029,140,-310,0.005,2.1,None,,35.0,65.0,11.094995846842192
671,0.4098360655737705,1.0416666666664036,165,-280,,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,35.0,65.0,11.058601303778474
671,0.4098360655737705,1.0416666666664036,165,-280,,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,35.0,65.0,11.058601303778474
466,0.43776824034334766,1.1679389312972641,440,-160,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,40.0,60.0,11.037160150035652
466,0.43776824034334766,1.1679389312972641,440,-160,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,11.037160150035652
466,0.43776824034334766,1.1679389312972641,440,-160,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,11.037160150035652
466,0.43776824034334766,1.1679389312972641,440,-160,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,40.0,60.0,11.037160150035652
581,0.4199655765920826,1.0860534124625858,290,-235,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,40.0,60.0,10.993929423996008
670,0.408955223880597,1.0378787878785258,150,-280,,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,35.0,65.0,10.986511064310662
614,0.4153094462540717,1.0654596100275584,235,-245,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,45.0,55.0,10.9646048723031
614,0.4153094462540717,1.0654596100275584,235,-245,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,45.0,55.0,10.9646048723031
614,0.4153094462540717,1.0654596100275584,235,-245,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,45.0,55.0,10.9646048723031
614,0.4153094462540717,1.0654596100275584,235,-245,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,45.0,55.0,10.9646048723031
656,0.4100609756097561,1.0426356589144592,165,-335,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,40.0,60.0,10.950474403118703
668,0.4086826347305389,1.0367088607592312,145,-265,,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,40.0,60.0,10.950431334972548
660,0.4090909090909091,1.038461538461272,150,-330,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,45.0,55.0,10.91395635180009
721,0.40221914008321774,1.0092807424591625,40,-350,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,45.0,55.0,10.900397923618673
622,0.41318327974276525,1.0561643835613546,205,-330,,2.3,None,30.0,35.0,65.0,10.883521735171076
661,0.4084720121028744,1.0358056265982005,140,-330,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,45.0,55.0,10.877805777139885
661,0.4084720121028744,1.0358056265982005,140,-330,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,45.0,55.0,10.877805777139885
661,0.4084720121028744,1.0358056265982005,140,-330,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,45.0,55.0,10.877805777139885
658,0.4088145896656535,1.0372750642670856,145,-355,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,10.87760466835301
658,0.4088145896656535,1.0372750642670856,145,-355,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,40.0,60.0,10.87760466835301
523,0.42638623326959846,1.1149999999996283,345,-240,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,10.872486723052008
523,0.42638623326959846,1.1149999999996283,345,-240,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,10.872486723052008
523,0.42638623326959846,1.1149999999996283,345,-240,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,10.872486723052008
523,0.42638623326959846,1.1149999999996283,345,-240,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,10.872486723052008
489,0.43149284253578735,1.138489208632684,385,-210,0.004,2.3,None,40.0,40.0,60.0,10.863179210347294
489,0.43149284253578735,1.138489208632684,385,-210,0.004,2.3,None,,40.0,60.0,10.863179210347294
489,0.43149284253578735,1.138489208632684,385,-210,0.004,2.3,None,50.0,40.0,60.0,10.863179210347294
489,0.43149284253578735,1.138489208632684,385,-210,0.004,2.3,None,30.0,40.0,60.0,10.863179210347294
538,0.42379182156133827,1.103225806451257,320,-210,0.004,2.1,None,50.0,35.0,65.0,10.844464749317234
538,0.42379182156133827,1.103225806451257,320,-210,0.004,2.1,None,,35.0,65.0,10.844464749317234
538,0.42379182156133827,1.103225806451257,320,-210,0.004,2.1,None,30.0,35.0,65.0,10.844464749317234
538,0.42379182156133827,1.103225806451257,320,-210,0.004,2.1,None,40.0,35.0,65.0,10.844464749317234
723,0.40110650069156295,1.0046189376441097,20,-370,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,45.0,55.0,10.83503228833487
723,0.40110650069156295,1.0046189376441097,20,-370,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,45.0,55.0,10.83503228833487
597,0.4154103852596315,1.0659025787962562,230,-320,0.005,2.3,None,30.0,40.0,60.0,10.818873135350376
598,0.41471571906354515,1.0628571428568392,220,-320,0.005,2.3,None,40.0,40.0,60.0,10.778938260000471
598,0.41471571906354515,1.0628571428568392,220,-320,0.005,2.3,None,,40.0,60.0,10.778938260000471
598,0.41471571906354515,1.0628571428568392,220,-320,0.005,2.3,None,50.0,40.0,60.0,10.778938260000471
616,0.41233766233766234,1.0524861878450131,190,-245,0.004,,None,,35.0,65.0,10.77109275146003
616,0.41233766233766234,1.0524861878450131,190,-245,0.004,,None,50.0,35.0,65.0,10.77109275146003
616,0.41233766233766234,1.0524861878450131,190,-245,0.004,,None,30.0,35.0,65.0,10.77109275146003
616,0.41233766233766234,1.0524861878450131,190,-245,0.004,,None,40.0,35.0,65.0,10.77109275146003
664,0.4066265060240964,1.0279187817256275,110,-360,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,,,10.770565988066746
569,0.4182776801405975,1.0785498489422722,260,-240,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,40.0,60.0,10.761208504921209
665,0.40601503759398494,1.0253164556959429,100,-360,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,,,10.735218025178138
665,0.40601503759398494,1.0253164556959429,100,-360,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,,,10.735218025178138
665,0.40601503759398494,1.0253164556959429,100,-360,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,,,10.735218025178138
620,0.4112903225806452,1.047945205479165,175,-255,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,,,10.732055519562469
620,0.4112903225806452,1.047945205479165,175,-255,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,,,10.732055519562469
620,0.4112903225806452,1.047945205479165,175,-255,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,,,10.732055519562469
620,0.4112903225806452,1.047945205479165,175,-255,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,,,10.732055519562469
727,0.3988995873452545,0.9954233409608705,-20,-365,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,10.70628037491982
597,0.4137353433835846,1.058571428571126,205,-325,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,45.0,55.0,10.70113777775162
597,0.4137353433835846,1.058571428571126,205,-325,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,10.70113777775162
597,0.4137353433835846,1.058571428571126,205,-325,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,45.0,55.0,10.70113777775162
597,0.4137353433835846,1.058571428571126,205,-325,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,45.0,55.0,10.70113777775162
597,0.4137353433835846,1.058571428571126,205,-365,,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,35.0,65.0,10.70113777775162
648,0.4074074074074074,1.0312499999997315,120,-365,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,10.694990065443745
729,0.39780521262002744,0.9908883826877013,-40,-380,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,10.642875221460496
729,0.39780521262002744,0.9908883826877013,-40,-380,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,10.642875221460496
599,0.41235392320534225,1.0525568181815192,185,-385,,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,35.0,65.0,10.622557507196484
602,0.4119601328903654,1.0508474576268219,180,-385,,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,35.0,65.0,10.6216775491169
712,0.398876404494382,0.9953271028035057,-20,-395,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,10.593614703440899
545,0.41834862385321103,1.0788643533119624,250,-335,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,40.0,60.0,10.53667148454186
545,0.41834862385321103,1.0788643533119624,250,-335,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,40.0,60.0,10.53667148454186
545,0.41834862385321103,1.0788643533119624,250,-335,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,10.53667148454186
545,0.41834862385321103,1.0788643533119624,250,-335,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,10.53667148454186
602,0.41029900332225916,1.0436619718306919,155,-335,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,10.50651214533634
602,0.41029900332225916,1.0436619718306919,155,-335,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,10.50651214533634
602,0.41029900332225916,1.0436619718306919,155,-335,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,10.50651214533634
602,0.41029900332225916,1.0436619718306919,155,-335,0.005,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,10.50651214533634
505,0.42376237623762375,1.1030927835047755,300,-215,0.003,2.1,None,,45.0,55.0,10.50461470515275
505,0.42376237623762375,1.1030927835047755,300,-215,0.003,2.1,None,30.0,45.0,55.0,10.50461470515275
505,0.42376237623762375,1.1030927835047755,300,-215,0.003,2.1,None,50.0,45.0,55.0,10.50461470515275
505,0.42376237623762375,1.1030927835047755,300,-215,0.003,2.1,None,40.0,45.0,55.0,10.50461470515275
651,0.4039938556067588,1.0167525773193256,65,-295,,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,35.0,65.0,10.480464618493299
613,0.4078303425774878,1.0330578512393849,120,-295,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,40.0,60.0,10.431203405498412
718,0.3955431754874652,0.9815668202762714,-80,-405,,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,10.403416541515734
614,0.40716612377850164,1.0302197802194972,110,-295,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,40.0,60.0,10.394071672446428
614,0.40716612377850164,1.0302197802194972,110,-295,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,40.0,60.0,10.394071672446428
614,0.40716612377850164,1.0302197802194972,110,-295,0.005,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,40.0,60.0,10.394071672446428
534,0.41760299625468167,1.0755627009642843,235,-210,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,45.0,55.0,10.379345474766708
534,0.41760299625468167,1.0755627009642843,235,-210,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,45.0,55.0,10.379345474766708
534,0.41760299625468167,1.0755627009642843,235,-210,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,45.0,55.0,10.379345474766708
534,0.41760299625468167,1.0755627009642843,235,-210,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,45.0,55.0,10.379345474766708
585,0.41025641025641024,1.0434782608692628,150,-375,,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,35.0,65.0,10.354203930922226
515,0.41941747572815535,1.0836120401334168,250,-405,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,40.0,60.0,10.313924750618087
515,0.41941747572815535,1.0836120401334168,250,-405,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,40.0,60.0,10.313924750618087
518,0.4189189189189189,1.08139534883685,245,-405,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,10.310491090205382
518,0.4189189189189189,1.08139534883685,245,-380,,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,35.0,65.0,10.310491090205382
510,0.4196078431372549,1.084459459459093,250,-245,0.003,2.1,None,30.0,,,10.2764238086606
510,0.4196078431372549,1.084459459459093,250,-245,0.003,2.1,None,50.0,,,10.2764238086606
510,0.4196078431372549,1.084459459459093,250,-245,0.003,2.1,None,,,,10.2764238086606
510,0.4196078431372549,1.084459459459093,250,-245,0.003,2.1,None,40.0,,,10.2764238086606
520,0.4173076923076923,1.0742574257422197,225,-400,,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,35.0,65.0,10.22271907701363
523,0.4168260038240918,1.072131147540632,220,-400,,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,35.0,65.0,10.220062753758022
538,0.4144981412639405,1.0619047619044248,195,-240,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,,,10.209378229371422
538,0.4144981412639405,1.0619047619044248,195,-240,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,,,10.209378229371422
538,0.4144981412639405,1.0619047619044248,195,-240,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,,,10.209378229371422
538,0.4144981412639405,1.0619047619044248,195,-240,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,,,10.209378229371422
553,0.41229656419529837,1.0523076923073684,170,-215,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,40.0,60.0,10.202697875611124
553,0.41229656419529837,1.0523076923073684,170,-215,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,40.0,60.0,10.202697875611124
553,0.41229656419529837,1.0523076923073684,170,-215,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,40.0,60.0,10.202697875611124
553,0.41229656419529837,1.0523076923073684,170,-215,0.004,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,40.0,60.0,10.202697875611124
443,0.4288939051918736,1.12648221343829,320,-175,0.003,2.1,None,,40.0,60.0,10.168949174139518
443,0.4288939051918736,1.12648221343829,320,-175,0.003,2.1,None,30.0,40.0,60.0,10.168949174139518
443,0.4288939051918736,1.12648221343829,320,-175,0.003,2.1,None,50.0,40.0,60.0,10.168949174139518
443,0.4288939051918736,1.12648221343829,320,-175,0.003,2.1,None,40.0,40.0,60.0,10.168949174139518
551,0.41197822141560797,1.0509259259256016,165,-375,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,45.0,55.0,10.163005574877019
551,0.41197822141560797,1.0509259259256016,165,-375,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,45.0,55.0,10.163005574877019
554,0.41155234657039713,1.0490797546009052,160,-375,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,45.0,55.0,10.162217145001462
505,0.4178217821782178,1.0765306122445317,225,-385,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,10.107951517676975
374,0.4411764705882353,1.184210526315223,385,-130,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,40.0,60.0,10.103621311082053
374,0.4411764705882353,1.184210526315223,385,-130,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,10.103621311082053
374,0.4411764705882353,1.184210526315223,385,-130,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,10.103621311082053
374,0.4411764705882353,1.184210526315223,385,-130,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,40.0,60.0,10.103621311082053
553,0.4104882459312839,1.0444785276070416,145,-395,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,10.082374102397186
553,0.4104882459312839,1.0444785276070416,145,-395,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,10.082374102397186
568,0.4084507042253521,1.0357142857139774,120,-225,,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,35.0,65.0,10.082164604675791
568,0.4084507042253521,1.0357142857139774,120,-225,,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,35.0,65.0,10.082164604675791
556,0.41007194244604317,1.0426829268289504,140,-395,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,10.082070119009947
